"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8"
17,6601;-7,0104;-20,0614;-4,7747;-21,1092;11,7822;-9,8686;-10,3361
19,8770;-5,6186;-20,7652;-7,0121;-21,6409;10,9392;-9,1808;-10,1803
22,3188;-4,4314;-21,2968;-9,2496;-22,0005;9,9069;-8,4929;-9,8363
24,3816;-3,0560;-21,6409;-11,5031;-22,1880;8,8746;-7,8213;-9,5085
26,4623;-1,5314;-22,0005;-13,5683;-22,1880;7,8423;-6,9452;-8,9926
28,3713;-1,8525;-22,1880;-15,6495;-22,2035;6,8269;-6,2737;-8,4767
30,1086;-0,3773;-22,2035;-17,5425;-22,0471;5,6225;-5,4303;-7,9608
31,6741;-0,3991;-22,0315;-19,4512;-21,7031;4,4181;-4,3822;-7,4448
33,0679;4,0100;-21,8907;-21,1877;-21,3747;3,2137;-3,5224;-6,9452
34,2898;5,1798;-21,3747;-22,7364;-20,8744;2,0093;-2,6791;-6,2573
35,3399;6,7611;-20,8588;-24,3005;-20,1866;0,8048;-1,6308;-5,5695
36,2182;7,9647;-20,3585;-25,6924;-19,5144;-0,3996;-0,7877;-4,8816
36,9430;9,1682;-19,6863;-26,9122;-18,6703;-1,6040;0,2440;-4,1938
37,2870;10,6638;-18,8422;-27,9597;-17,6386;-2,8084;1,2924;-3,5224
37,6680;9,0627;-17,8106;-28,8352;-16,6227;-4,0293;2,1355;-2,6461
37,6865;5,2729;-16,7947;-29,5233;-15,4192;-5,0452;3,1840;-1,9748
37,5331;11,3861;-15,5911;-30,2417;-14,2156;-6,2660;4,0269;-1,0984
37,2260;15,3145;-14,3875;-30,6009;-13,0440;-7,2983;5,0755;-0,4271
36,5379;9,5292;-13,2159;-30,7729;-11,4806;-8,3306;5,9353;0,4326
35,8867;10,0294;-11,6525;-30,9751;-10,1213;-9,3629;6,7951;1,3091
34,8544;16,9580;-10,2932;-30,8031;-8,5740;-10,4114;7,6719;1,9803
33,8587;17,6634;-8,7459;-30,6613;-7,0267;-11,2716;8,3427;2,8568
32,5005;18,7949;-7,2149;-30,1454;-5,4794;-12,1478;9,2196;3,5279
30,9700;13,0741;-5,4794;-29,6598;-3,9485;-12,8360;9,9246;4,4045
29,2672;9,2196;-3,9485;-28,8000;-2,2129;-13,5241;10,4233;5,0924
27,3742;9,3427;-2,2294;-27,9708;-0,6822;-14,2282;11,1284;5,7802
25,4991;16,0259;-0,5102;-26,7672;1,0370;-14,7602;11,6443;6,4851
23,4517;19,4360;1,2256;-25,5790;2,7729;-15,0883;12,1775;6,9840
21,2320;19,4536;2,7561;-24,2189;4,3034;-15,6361;12,5042;7,6889
18,8223;19,2992;4,4753;-22,6716;6,0394;-15,7923;13,0547;8,2048
16,4301;18,9552;6,2114;-21,1399;7,5867;-16,1680;13,2094;8,7207
13,8481;18,7871;7,7587;-19,4365;9,1511;-16,1522;13,5707;9,2538
11,2834;16,4246;9,3060;-17,5613;10,5094;-16,3558;13,7600;9,5977
8,5121;17,4246;10,8705;-15,4826;12,0740;-16,1838;13,7600;9,9417
5,9472;16,9260;12,2459;-13,6236;13,4494;-16,0118;13,7600;10,2857
3,1929;16,2553;13,6214;-11,3730;14,8423;-15,8557;13,7773;10,6468
0,4387;15,3951;15,0142;-9,3264;16,0633;-15,5276;13,6053;10,8188
-2,3155;14,5523;16,2178;-7,1081;17,0775;-14,9958;13,4333;11,0080
-5,0697;13,5200;17,4389;-4,6854;18,3162;-14,6837;13,2786;10,9908
-7,8401;12,4876;18,4881;-2,4509;19,1760;-13,9799;12,9346;11,1800
-10,4221;11,4726;19,3479;-0,2329;20,0534;-13,4959;12,6078;11,1972
-13,0040;10,2681;20,2254;2,1901;20,7413;-12,6201;12,0918;11,0252
-15,6018;9,0637;20,9309;4,4078;21,4468;-11,9483;11,5757;10,8532
-18,0273;7,8763;21,4468;6,8311;21,9628;-11,0885;11,0768;10,6812
-20,2647;6,4998;21,9805;9,0657;22,5142;-10,2448;10,3887;10,5264
-22,5177;5,1232;22,3422;11,3174;22,6862;-9,2131;9,7005;10,1823
-24,5984;3,7467;22,5320;13,3802;22,8582;-8,1814;9,0124;9,8383
-26,4914;2,3701;22,5320;15,4429;23,0658;-7,1660;8,3413;9,5114
-28,4149;0,9936;22,5498;17,5232;22,8938;-5,9625;7,4811;8,9782
-29,9636;-0,3830;22,3778;19,4318;22,7396;-4,7425;6,6209;8,6512
-31,5425;-1,7595;22,2413;21,1509;22,3955;-3,7272;5,7607;8,1522
-32,7619;-3,1361;21,7252;22,8879;22,0693;-2,5237;4,9174;7,4471
-33,8092;-4,5126;21,2268;24,4530;21,5709;-1,3201;3,8682;6,9480
-34,6694;-5,9055;20,5387;25,8285;20,9005;-0,1165;3,0080;6,2599
-35,5743;-7,1099;19,8859;27,2399;20,0403;1,0704;2,1645;5,5717
-35,9183;-8,3144;18,8360;28,2716;19,1800;2,4794;1,1322;4,9005
-36,2772;-9,5188;18,0109;29,3214;18,3550;3,4942;0,0833;4,0234
-36,4788;-10,7393;16,8064;30,1994;17,1330;4,6978;-0,7603;3,3353
-36,3217;-11,7556;15,6020;30,9054;16,1357;5,9014;-1,7926;2,6639
-35,9925;-12,9920;14,4150;31,4578;14,7591;7,1220;-2,8415;1,8037
-35,4915;-13,8522;13,0384;31,6298;13,3652;8,1537;-3,7017;0,9268
-34,8185;-14,7124;11,6791;31,8200;12,1953;9,1853;-4,5619;0,2553
-33,9737;-15,5885;10,1304;31,8382;10,6466;10,2170;-5,4221;-0,6215
-32,9720;-16,2767;8,5817;31,6845;9,0979;11,2659;-6,2823;-1,2931
-31,6116;-16,9806;7,0330;31,3587;7,5492;12,1257;-7,1588;-2,1533
-30,0643;-17,5125;5,5012;30,8608;6,0005;13,0028;-7,8470;-3,0300
-28,5322;-17,8565;3,7804;30,1726;4,4687;13,6907;-8,5351;-3,7181
-26,8437;-18,2005;2,0595;29,5208;2,7479;14,3785;-9,2232;-4,4063
-24,7809;-18,5760;0,3220;28,5065;1,0103;15,0838;-9,9275;-5,0944
-22,7337;-18,5603;-1,2101;27,3021;-0,5218;15,5997;-10,4436;-5,7826
-20,4991;-18,7637;-2,9310;26,1336;-2,2592;16,1331;-10,9597;-6,4707
-18,2803;-18,5917;-4,6683;24,5849;-3,7914;16,4771;-11,4918;-7,1751
-15,8898;-18,4197;-6,2170;23,0362;-5,5286;16,8385;-11,8359;-7,6912
-13,3118;-18,2635;-7,7494;21,5230;-7,0773;17,0105;-12,1799;-8,2073
-10,7337;-17,9353;-9,5026;19,6299;-8,6423;17,2000;-12,5400;-8,7234
-8,1719;-17,4193;-10,8792;17,7544;-10,0188;17,2000;-12,7280;-9,2556
-5,4221;-16,9192;-12,2557;15,6892;-11,3793;17,2175;-12,7120;-9,5997
-2,6723;-16,2472;-13,6323;13,6240;-12,9600;17,0455;-12,9000;-9,9437
0,0775;-15,3715;-15,0247;11,5760;-14,1644;16,8910;-12,9160;-10,3039
2,8273;-14,7155;-16,2450;9,3385;-15,3688;16,5470;-12,7440;-10,4759
5,5941;-13,6678;-17,2773;7,1011;-16,5891;16,2204;-12,5720;-10,6479
8,1551;-12,8401;-18,3253;4,8805;-17,6372;15,7043;-12,4161;-10,8199
10,9221;-11,6204;-19,2012;2,4540;-18,4974;15,2056;-12,0721;-11,0080
13,5001;-10,6048;-19,8894;0,2333;-19,3733;14,5175;-11,7442;-11,0080
16,0956;-9,4013;-20,5931;-2,1930;-20,0614;13,8467;-11,2283;-11,0241
18,5020;-8,1977;-21,1092;-4,4304;-20,7652;12,9692;-10,7123;-10,8521
20,9436;-7,0104;-21,6409;-6,6516;-21,2968;12,3156;-10,1964;-10,6801
22,9886;-5,6349;-22,0005;-9,0937;-21,6564;11,2661;-9,6967;-10,5242
25,2590;-4,2595;-22,1880;-11,1428;-21,8284;10,4230;-9,0250;-10,1803
27,1499;-2,8840;-22,1880;-13,4122;-22,0160;9,3907;-8,1490;-9,8363
29,0590;-1,5086;-22,2191;-15,2894;-22,0160;8,3755;-7,4611;-9,4923
30,8145;-0,1331;-21,8751;-17,3704;-22,0471;7,1540;-6,7896;-9,1646
32,1899;1,2423;-21,5311;-19,2791;-21,7031;6,1387;-5,9298;-8,6487
33,5837;2,6178;-21,2184;-21,0156;-21,3592;4,9343;-5,0864;-8,1327
34,8240;3,9932;-20,5305;-22,5643;-21,0308;3,7299;-4,0382;-7,6331
35,7023;5,3687;-19,8426;-24,1285;-20,5305;2,5254;-3,1949;-6,9289
36,3901;6,7611;-19,1861;-25,5204;-19,8583;1,3210;-2,1467;-6,4293
37,1150;7,9476;-18,1545;-26,7401;-18,9985;0,1166;-1,3035;-5,7415
37,4775;9,3402;-17,1228;-27,7724;-18,1545;-1,0878;-0,2552;-5,0536
37,6680;10,5609;-16,1227;-28,8352;-17,1228;-2,2923;0,5879;-4,3822
37,7051;11,5754;-14,7314;-29,5385;-16,1069;-3,4967;1,6196;-3,5059
37,3796;12,7963;-13,5438;-30,0546;-14,9192;-4,7175;2,6681;-2,8345
36,8820;13,8453;-12,1844;-30,6009;-13,5438;-5,7335;3,5110;-1,9582
36,1938;14,7051;-10,6209;-30,7729;-12,1683;-6,9542;4,5596;-1,2869
35,5426;15,5649;-9,2617;-30,9751;-10,7929;-7,9865;5,4194;-0,4271
34,5470;16,4421;-7,7306;-30,8031;-9,4336;-9,0350;6,2792;0,4493
33,1705;17,1300;-5,9951;-30,6613;-7,8863;-9,8952;7,1390;1,1205
31,8122;17,8354;-4,4643;-30,1454;-6,3390;-10,7554;8,0158;1,9970
30,2816;18,3689;-2,7451;-29,6447;-4,8081;-11,6157;8,6866;2,6681
28,5789;18,7128;-1,0094;-28,9872;-3,0725;-12,4919;9,5806;3,5447
26,7038;19,0568;0,5212;-27,9555;-1,5417;-13,1960;10,0794;4,2157
24,6386;19,4184;2,2404;-26,9391;0,1774;-13,6961;10,7672;5,0924
22,6089;19,6080;3,9595;-25,7509;1,9133;-14,4161;11,4723;5,7972
20,1992;19,6256;5,6956;-24,3909;3,4438;-14,7443;11,9883;6,2961
17,7895;19,4536;7,2429;-22,8436;5,1798;-15,2762;12,5214;6,9840
15,3973;19,2816;8,7902;-21,3118;6,7271;-15,6361;12,8654;7,6889
12,8154;19,1272;10,3375;-19,6084;8,2744;-15,8081;13,2267;8,2048
10,2506;18,8008;11,9020;-17,7332;9,8389;-15,9960;13,3814;8,7207
7,4964;18,2847;13,2948;-15,6545;11,2143;-15,9960;13,7427;9,2538
4,7422;17,7862;14,4810;-13,7955;12,5898;-16,0118;13,9320;9,5806
1,9712;17,1155;15,8913;-11,5449;13,9652;-15,8399;13,9320;10,1137
-0,5941;16,2378;16,9230;-9,4983;15,3581;-15,6837;13,9320;10,4748
-3,3483;15,5846;17,9547;-7,2800;16,5791;-15,3556;13,9493;10,6296
-6,1025;14,5349;19,0040;-4,8573;17,6108;-14,8238;13,7773;10,9908
-8,8729;13,7093;19,8814;-2,6227;18,6601;-14,5117;13,6227;11,1800
-11,4548;12,4876;20,5693;-0,4048;19,5199;-13,8079;13,2786;11,1628
-14,0527;11,4726;21,2749;2,0015;20,3973;-13,3079;12,9346;11,3520
-16,4624;10,2681;21,8085;4,4247;21,1029;-12,6361;12,6078;11,3692
-18,8878;9,0637;22,1702;6,6592;21,6188;-11,7763;12,0918;11,1800
-21,1253;7,8763;22,3422;8,8938;22,1525;-10,9165;11,5757;11,1972
-23,3937;6,4998;22,5320;11,1455;22,4965;-10,0729;11,0768;11,0424
-25,2868;5,1232;22,5498;13,2083;22,8760;-9,0250;10,3887;10,6812
-27,1951;3,7467;22,3955;15,2710;22,8760;-8,1977;9,7005;10,5264
-28,9312;2,3701;22,0515;17,3513;22,8760;-6,9778;9,0295;10,1995
-30,4950;0,9936;21,7252;19,2423;22,9116;-5,9625;8,1522;9,6663
-31,8866;-0,3830;21,2091;21,1686;22,5676;-4,7425;7,4811;9,3393
-33,1060;-1,7595;20,7284;22,6982;22,2413;-3,7272;6,6209;8,8233
-34,1533;-3,1361;19,8682;24,4530;21,7252;-2,5237;5,7776;8,3072
-35,0433;-4,5126;19,0080;25,8285;21,2268;-1,3201;4,7284;7,8082
-35,5594;-5,8892;18,1829;27,2399;20,5564;-0,1165;3,8851;7,1030
-36,1052;-7,2820;16,9610;28,2716;19,6962;1,0871;2,8360;6,6039
-36,2920;-8,4864;15,9461;29,3214;18,8536;2,2907;1,9925;5,9158
-36,3068;-9,6908;14,7591;30,1994;17,8388;3,4942;0,9435;5,2446
-36,1497;-10,9114;13,3825;30,9054;16,6344;4,6978;0,0999;4,3675
-35,8354;-11,9437;12,0233;31,4396;15,4299;5,9183;-0,9324;3,6962
-35,1625;-12,9920;10,4746;31,8018;14,2429;6,9330;-1,9812;2,8192
-34,3027;-13,8363;8,9259;31,9920;12,8663;8,1537;-2,8415;2,1478
-33,4728;-14,9004;7,3772;32,0103;11,5070;9,1853;-3,6852;1,2709
-32,2843;-15,5885;5,8454;31,8565;9,9412;10,2342;-4,7339;0,5994
-30,9239;-16,2767;4,1246;31,5125;8,5988;11,0768;-5,5942;-0,2608
-29,3918;-16,9806;2,4037;31,2048;6,8609;12,1430;-6,4707;-1,1376
-27,6727;-17,4967;0,6661;30,5349;5,3122;12,8135;-7,1425;-1,8092
-25,9842;-18,0285;-0,8659;29,6928;3,7804;13,6907;-8,0190;-2,6859
-23,9214;-18,3883;-2,5868;28,6605;2,0428;14,3785;-8,7071;-3,3576
-21,8742;-18,5603;-4,3241;27,6643;0,5108;15,0838;-9,4115;-4,2342
-19,6553;-18,7480;-5,8564;26,2877;-1,2101;15,5997;-9,9114;-4,9224
-17,2648;-18,7637;-7,5936;24,9291;-2,9475;16,1331;-10,6156;-5,6105
-14,6708;-18,5917;-9,1423;23,3982;-4,4962;16,4771;-11,1478;-6,3150
-12,2805;-18,4197;-10,7071;21,6773;-6,0449;16,8385;-11,4918;-6,8148
-9,7186;-18,2792;-12,0836;19,9741;-7,5936;17,0105;-11,8359;-7,5192
-6,9688;-17,7475;-13,4762;18,0987;-9,1585;17,2000;-12,1799;-8,0353
-4,2190;-17,4351;-14,6647;16,0334;-10,5350;17,2000;-12,5400;-8,5513
-1,4692;-16,7314;-16,0729;13,9682;-11,9116;17,2175;-12,7280;-9,0836
1,2973;-16,2472;-17,1052;11,9202;-13,2881;17,0455;-12,7120;-9,4276
3,8585;-15,3874;-18,1375;9,6827;-14,6965;16,8910;-12,9160;-9,7717
6,6083;-14,5276;-19,2012;7,4453;-15,7130;16,5470;-12,7280;-10,1319
9,3752;-13,6838;-19,8894;5,2248;-16,9490;16,2204;-12,7440;-10,2877
11,9533;-12,6521;-20,5931;2,8151;-17,7934;15,7043;-12,5880;-10,6640
14,5314;-11,6204;-21,1092;0,3887;-18,8415;15,1882;-12,2441;-10,6479
17,1269;-10,6048;-21,6409;-1,8488;-19,7330;14,7069;-11,9001;-10,8360
19,5508;-9,4174;-22,0005;-4,0698;-20,2334;13,8294;-11,5561;-10,8360
21,7854;-8,0257;-22,1725;-6,4958;-20,9528;13,1585;-11,2283;-10,8360
24,0378;-6,8385;-22,3600;-8,7495;-21,2968;12,2983;-10,7123;-10,8521
26,1185;-5,4466;-22,3755;-10,7986;-21,6564;11,4553;-10,2126;-10,6801
28,0275;-4,2595;-22,2191;-13,0520;-21,8284;10,4058;-9,5247;-10,5242
29,7648;-2,9005;-21,8907;-15,1332;-22,0160;9,5628;-8,8368;-10,1803
31,3303;-1,3367;-21,3747;-17,0262;-22,0315;8,5475;-8,1652;-9,8363
32,7057;0,0388;-20,8744;-18,9350;-21,8751;7,3261;-7,2891;-9,4923
34,1179;1,4142;-20,1866;-20,6558;-21,5311;6,3108;-6,6176;-9,1646
35,1680;2,7897;-19,5300;-22,3922;-21,2028;5,1063;-5,7578;-8,6487
36,0462;4,1651;-18,4983;-23,9564;-20,6868;3,9019;-4,9144;-8,1327
36,7525;5,5575;-17,4667;-25,3483;-20,2022;2,6975;-3,8663;-7,6168
37,3055;6,7441;-16,4508;-26,5681;-19,3424;1,4931;-3,0065;-7,1172
37,4775;8,1366;-15,2472;-27,6004;-18,4826;0,2886;-2,1632;-6,4293
37,6865;9,3402;-14,0596;-28,6631;-17,6386;-0,9158;-1,1150;-5,7415
37,5331;10,5438;-12,7001;-29,3513;-16,6227;-2,1202;-0,2718;-5,0536
37,2260;11,7646;-11,1367;-30,0697;-15,4192;-3,3246;0,7599;-4,3657
36,5379;12,7963;-9,7774;-30,4137;-14,2156;-4,5455;1,8083;-3,6943
35,8682;13,8280;-8,2464;-30,7729;-13,0280;-5,5614;2,6513;-2,8180
35,0448;14,8770;-6,5109;-30,9751;-11,6525;-6,7821;3,6998;-2,1467
33,8404;15,7543;-4,9800;-30,8031;-10,2932;-7,8144;4,5427;-1,2869
32,6725;16,4421;-3,2609;-30,6462;-8,7459;-8,8468;5,5914;-0,4105
31,1421;17,1300;-1,5252;-30,3325;-7,1986;-9,8952;6,4681;0,2607
29,4212;17,8354;0,0055;-29,6447;-5,6513;-10,7554;7,1390;1,1205
27,7184;18,3689;1,7246;-28,9720;-4,1204;-11,6157;7,9988;1,9970
25,8613;18,7128;3,4438;-28,1275;-2,3848;-12,4919;8,8756;2,6681
23,6060;19,0568;5,1798;-27,1111;-0,8541;-13,1800;9,5635;3,5447
21,5762;19,4360;6,7101;-25,9228;0,8818;-13,8841;10,2514;4,2326
19,1665;19,4360;8,4634;-24,5628;2,4123;-14,4002;10,9564;4,9204
16,7743;19,4360;9,8217;-23,0155;4,1483;-14,9322;11,4723;5,6083
14,1924;19,4536;11,3862;-21,4838;5,6956;-15,2762;11,9883;6,2961
11,6105;19,2992;12,7617;-19,7803;7,2429;-15,6361;12,5214;6,9840
9,0456;18,9552;14,1371;-17,8893;8,7902;-15,8081;12,8654;7,6889
6,2914;18,6287;15,5300;-16,0142;10,3547;-15,9801;13,2267;8,2048
3,5372;18,1127;16,7511;-13,9514;11,7301;-16,1680;13,3987;8,7207
0,7830;17,6141;17,7828;-11,9047;13,1056;-16,1838;13,5707;9,2538
-1,9877;16,9260;18,8320;-9,6702;14,4984;-16,0118;13,7600;9,5806
-4,5532;16,2553;19,7095;-7,4356;15,7020;-15,8557;13,7600;10,1137
-7,3075;15,3951;20,3973;-5,2011;16,9230;-15,5117;13,7600;10,4577
-10,0778;14,5523;21,1029;-2,9830;17,9723;-15,1837;13,7773;10,8188
-12,6758;13,5200;21,6365;-0,5601;18,8320;-14,6677;13,6053;10,9908
-15,0855;12,5049;21,9805;1,6577;19,6918;-14,1678;13,4506;11,1628
-17,4952;11,2833;22,3422;4,0809;20,5693;-13,4799;13,1066;11,3520
-19,9205;10,2853;22,5320;6,3155;21,2749;-12,7920;12,7626;11,3520
-22,1735;8,8917;22,5320;8,5500;21,7908;-12,1202;12,4358;11,3520
-24,2542;7,7043;22,5676;10,7845;22,3422;-11,2604;11,9197;11,3692
-26,1626;6,3108;22,2235;13,0364;22,5142;-10,4168;11,4209;11,1972
-27,8834;5,1232;21,8795;15,1165;22,6862;-9,3689;10,7327;11,0252
-29,6195;3,7467;21,5709;16,9900;22,8760;-8,5253;10,0446;10,8704
-31,1984;2,3869;20,8828;19,0880;22,8938;-7,5099;9,3565;10,5264
-32,4178;0,8215;20,2123;20,8071;22,7396;-6,2900;8,6683;10,1823
-33,4501;-0,5550;19,3521;22,5440;22,3955;-5,2747;7,9972;9,8383
-34,5123;-1,9316;18,5095;24,0913;22,0693;-4,0711;7,1370;9,5114
-35,2153;-3,3081;17,4947;25,6565;21,5709;-2,8675;6,2768;8,9953
-35,7463;-4,7011;16,2902;27,0680;20,9005;-1,6640;5,4335;8,4792
-36,1052;-5,8892;15,1032;28,0997;20,0226;-0,4604;4,3843;7,9802
-36,3068;-7,2820;13,7267;29,1495;19,3697;0,7432;3,5410;7,2921
-36,1348;-8,4864;12,3501;30,0092;18,3374;1,9468;2,4919;6,5869
-35,9925;-9,6908;10,9908;30,9054;17,3226;3,1504;1,6484;6,0878
-35,4915;-10,9114;9,4421;31,4396;16,1182;4,3708;0,6161;5,4166
-34,8185;-11,9437;7,8934;31,8018;14,9138;5,3856;-0,4329;4,5395
-33,9737;-12,9760;6,3617;31,9920;13,7267;6,6061;-1,2765;3,8682
-32,9720;-14,0243;4,6408;32,0103;12,3501;7,6208;-2,3253;2,9912
-31,5966;-14,9004;2,9200;31,8382;10,9908;8,8585;-3,1855;2,3198
-30,2362;-15,5885;1,1824;31,7027;9,4421;9,7012;-4,0293;1,4429
-28,7041;-16,2767;-0,3497;31,2048;7,8934;10,7501;-5,0780;0,7714
-27,0156;-16,9806;-2,0705;30,5349;6,3447;11,6098;-5,9546;-0,0888
-24,9374;-17,5125;-3,7914;29,6747;4,8129;12,4696;-6,6264;-0,9656
-23,0774;-17,8565;-5,5286;28,8325;3,0752;13,3467;-7,5029;-1,6372
-20,8585;-18,2005;-7,0773;27,8363;1,5433;14,0346;-8,1910;-2,5139
-18,4365;-18,5760;-8,6260;26,4598;-0,1942;14,7398;-8,8792;-3,2020
-16,2336;-18,5760;-10,1909;25,1011;-1,7264;15,2558;-9,5673;-3,8737
-13,6555;-18,5760;-11,5514;23,5703;-3,4637;15,7891;-10,2716;-4,7504
-11,0935;-18,5917;-13,1320;21,8494;-4,9960;16,1331;-10,7877;-5,4385
-8,3275;-18,4355;-14,3205;20,1462;-6,7495;16,4771;-11,3198;-6,1430
-5,7658;-18,0915;-15,7288;18,2532;-8,1098;16,8385;-11,6639;-6,6427
-3,0160;-17,7633;-16,7611;16,3776;-9,6747;17,0280;-12,0079;-7,3472
-0,2662;-17,2474;-17,7934;14,3298;-11,0512;17,0280;-12,3680;-7,8632
2,4836;-16,7472;-18,8415;12,0923;-12,4278;17,0455;-12,5400;-8,3793
5,2503;-16,0594;-19,7173;9,8549;-13,8203;16,8735;-12,7120;-8,9116
7,8114;-15,3874;-20,4211;7,6174;-15,0247;16,7190;-12,9000;-9,2556
10,5783;-14,5435;-20,9372;5,3799;-16,2450;16,3749;-12,9160;-9,5997
13,1564;-13,4959;-21,4533;3,1593;-17,2931;16,0309;-12,7280;-9,9437
15,7519;-12,6681;-22,0005;0,7329;-18,1533;15,7043;-12,7600;-10,3039
18,1757;-11,4485;-22,1725;-1,4879;-19,0135;15,2056;-12,4000;-10,4759
20,4103;-10,4329;-22,3600;-3,9141;-19,9050;14,5175;-12,2441;-10,6479
22,6448;-9,2293;-22,3755;-6,1516;-20,4211;13,8294;-11,9162;-10,8360
24,9152;-8,0420;-22,2191;-8,3890;-20,9528;13,1585;-11,3842;-10,8360
26,8061;-6,6502;-21,8751;-10,6426;-21,2968;12,2983;-11,0563;-10,8521
28,7151;-5,4630;-21,5467;-12,7078;-21,6564;11,4553;-10,5565;-10,6640
30,4524;-4,0876;-21,0464;-14,7731;-21,8440;10,4058;-9,8525;-10,6801
32,0362;-2,7121;-20,3585;-16,8541;-21,8440;9,5628;-9,3527;-10,5242
33,2398;-1,3367;-19,6863;-18,7629;-21,8596;8,5475;-8,6811;-10,1803
34,4618;0,0388;-18,8422;-20,4837;-21,7031;7,3261;-7,8050;-9,8363
35,5303;1,4142;-17,8106;-22,2357;-21,3592;6,3108;-7,1335;-9,4923
36,2182;2,7897;-16,7947;-23,5968;-21,0308;5,1063;-6,2737;-9,1646
36,9430;4,1651;-15,5911;-25,1763;-20,5305;3,9019;-5,4139;-8,6324
37,3055;5,5406;-14,4034;-26,3960;-19,8583;2,6975;-4,5541;-8,3209
37,4960;6,9160;-13,0280;-27,4283;-18,9985;1,4931;-3,7108;-7,6168
37,5145;8,3085;-11,6686;-28,4759;-18,1387;0,2886;-2,6626;-7,1009
37,3796;9,5121;-10,1213;-29,3665;-17,3105;-0,9158;-1,8194;-6,6013
36,8820;10,7329;-8,5740;-29,8825;-16,1069;-2,1202;-0,7711;-5,9134
36,1938;11,7473;-7,0430;-30,4137;-14,9033;-3,3411;0,0721;-5,2256
35,5426;12,9682;-5,3075;-30,7880;-13,6998;-4,3570;1,1038;-4,5541
34,5286;14,0172;-3,7766;-30,7880;-12,5122;-5,5778;2,1522;-3,6779
33,3425;14,8770;-2,0575;-30,8031;-11,1528;-6,5938;3,0120;-3,0065
32,0025;15,7368;-0,3383;-30,6462;-9,5894;-7,8144;3,8549;-2,1302
30,2635;16,6141;1,3975;-30,3174;-8,2301;-8,8630;4,9035;-1,4589
28,7510;17,3195;2,9280;-29,8166;-6,6991;-9,7070;5,7633;-0,5825
26,8759;17,8354;4,6472;-29,1591;-4,9636;-10,7554;6,6231;0,0887
24,8286;18,3513;6,3833;-28,1275;-3,4163;-11,6317;7,4829;0,9485
22,5911;18,8848;7,9306;-27,0958;-1,8856;-12,3038;8,3597;1,8250
20,3714;19,2464;9,4779;-26,0948;-0,1498;-13,1960;9,0476;2,4961
17,9617;19,4360;11,0424;-24,7347;1,3808;-13,6961;9,7355;3,3727
15,5694;19,4184;12,4178;-23,1874;3,1168;-14,4002;10,4405;4,0606
12,9875;19,6256;13,7933;-21,6557;4,6641;-14,9322;10,9392;4,7316
10,4055;19,4536;15,1861;-19,9522;6,1944;-15,2762;11,6443;5,6252
7,8407;19,2992;16,4072;-18,0612;7,9476;-15,6203;12,1775;6,1242
5,0865;18,9552;17,4389;-16,1703;9,3060;-15,9801;12,5214;6,8120
2,3323;18,6287;18,4881;-14,3111;10,8705;-16,1680;12,8654;7,5169
-0,4219;18,1127;19,3479;-12,0606;12,2459;-16,1680;13,2267;8,0328
-3,1761;17,6141;20,2254;-10,0139;13,6214;-16,1838;13,3987;8,5488
-5,9467;16,9260;20,9309;-7,7794;15,0316;-16,0118;13,5707;9,0647
-8,5287;16,2553;21,4468;-5,5448;16,0458;-15,8399;13,7600;9,5977
-11,1106;15,4125;21,9805;-3,3268;17,2669;-15,6837;13,7600;9,9417
-13,6925;14,3628;22,3422;-0,9205;18,3162;-15,3556;13,7773;10,2857
-16,3062;13,5373;22,5320;1,5026;19,1760;-14,8397;13,6053;10,6468
-18,5436;12,3156;22,5320;3,7371;20,0534;-14,3397;13,4333;10,8016
-20,7811;11,3005;22,5498;5,9547;20,7413;-13,6359;13,2786;11,1800
-23,0340;10,0961;22,3955;8,3952;21,4468;-13,1520;12,9346;11,1628
-25,1147;8,9088;22,0515;10,4408;21,9805;-12,2922;12,5906;11,3520
-27,0230;7,5152;21,7429;12,6926;22,3422;-11,4324;12,2638;11,3520
-28,7591;6,3277;21,0548;14,7554;22,5142;-10,5726;11,7477;11,3692
-30,3229;4,9512;20,3667;16,8356;22,7040;-9,7290;11,2488;11,1972
-31,7146;3,5746;19,7138;18,7266;22,7040;-8,6973;10,5607;11,0252
-32,9340;2,1981;18,6815;20,6352;22,7218;-7,6656;9,8726;10,8532
-33,9812;0,8215;17,6492;22,3721;22,5676;-6,6502;9,1844;10,6984
-34,8564;-0,5550;16,6344;23,9194;22,2413;-5,4303;8,5134;10,3543
-35,5743;-1,9150;15,4299;25,4846;21,7252;-4,4150;7,6532;10,0275
-35,9331;-3,4967;14,2429;26,8780;21,2268;-3,2114;6,7929;9,5114
-36,1052;-4,6847;12,8836;28,0997;20,5564;-2,0078;5,9327;8,9953
-36,3068;-6,0612;11,3349;29,1495;19,6962;-0,8043;5,0725;8,4792
-36,1497;-7,4541;9,7863;30,0274;18,8360;0,3993;4,2292;7,9631
-35,8354;-8,6585;8,2376;30,7334;18,0109;1,6029;3,1800;7,4641
-35,1476;-9,8629;6,6889;31,2494;16,8064;2,8065;2,3366;6,7760
-34,4896;-11,0834;5,1571;31,8018;15,6020;4,0100;1,2876;6,0878
-33,4728;-12,1157;3,4362;31,9920;14,4150;5,2305;0,4440;5,3997
