"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8"
-30,3078;0,8984;-18,1545;-29,3665;6,3447;-15,8081;-12,7600;11,1972
-31,8716;2,2907;-17,1385;-29,9128;4,7960;-15,9960;-12,4000;11,0080
-33,2631;3,4774;-15,9350;-30,1000;3,2641;-16,0118;-12,2441;11,0252
-34,4824;4,8529;-14,7473;-30,1000;1,5265;-15,8399;-11,9162;10,8532
-35,5445;6,2453;-13,3718;-30,1151;-0,0222;-15,6679;-11,4002;10,6984
-36,2326;7,4488;-12,0124;-29,9735;-1,5709;-15,5117;-10,8843;10,3543
-36,9504;8,6524;-10,4651;-29,4575;-3,1196;-15,1837;-10,3684;10,0103
-37,3092;9,8731;-8,9178;-28,9568;-4,6683;-14,6677;-9,8686;9,6663
-37,4960;10,8876;-7,3705;-28,2994;-6,2170;-14,1518;-9,1808;9,3393
-37,5255;12,1257;-5,8396;-27,2524;-7,7819;-13,6519;-8,5091;8,8233
-37,1816;12,9682;-4,1204;-26,4386;-9,1585;-12,9640;-7,6331;8,3072
-36,8672;14,0172;-2,4013;-25,0478;-10,5350;-12,2922;-6,9615;7,8082
-36,1942;14,8770;-0,6822;-23,8751;-11,9276;-11,4324;-6,1017;7,1030
-35,3642;15,7543;1,0370;-22,3278;-13,1320;-10,5726;-5,2419;6,6039
-34,1606;16,4596;2,7729;-20,7961;-14,3365;-9,7290;-4,3822;5,9158
-32,9720;16,9755;4,3034;-19,0770;-15,5568;-8,6973;-3,5388;5,2276
-31,6267;17,4914;6,0225;-17,3736;-16,6049;-7,6656;-2,4906;4,5395
-29,9075;18,0249;7,7587;-15,4985;-17,4651;-6,6339;-1,6474;3,8682
-28,2189;18,3864;9,3060;-13,4357;-18,3253;-5,6186;-0,5991;2,9912
-26,1561;18,5584;10,8705;-11,3730;-19,2012;-4,3986;0,2440;2,3198
-24,1088;18,7304;12,2459;-9,3264;-19,9050;-3,3834;1,2757;1,4429
-21,8898;18,9376;13,6214;-7,0918;-20,4367;-2,1798;2,3242;0,7714
-19,4835;18,7656;15,0142;-4,8573;-20,7808;-0,9762;3,1672;-0,1054
-17,0929;18,5936;16,2178;-2,6227;-21,1404;0,2274;4,2157;-0,7769
-14,5308;18,4391;17,4389;-0,3882;-21,3124;1,4310;5,0755;-1,6537
-11,7649;18,1127;18,4881;1,8464;-21,5156;2,6513;5,9353;-2,3253
-9,2192;17,5966;19,3479;4,0809;-21,3280;3,6662;6,7951;-3,2020
-6,2814;17,0805;20,2254;6,3155;-21,3592;4,8697;7,6719;-3,8902
-3,5480;16,5819;20,9132;8,5671;-21,0152;6,0903;8,3427;-4,5783
-0,6099;15,9112;21,6188;10,6127;-20,6868;7,1220;9,2196;-5,2665
2,1232;15,0510;22,1525;12,8645;-20,1709;8,1537;9,9074;-5,9546
5,0616;14,1908;22,5142;14,9446;-19,6863;9,1853;10,6125;-6,6591
7,8114;13,3479;22,6862;16,8356;-18,8108;10,2342;11,1284;-7,1751
10,5612;12,3156;22,8938;18,7441;-18,1545;11,0940;11,6443;-7,6912
13,3110;11,3005;22,7218;20,4633;-17,1070;11,9538;12,1775;-8,2073
16,0782;10,0961;22,5498;22,2002;-16,2788;12,8308;12,5214;-8,7234
18,6738;8,8917;22,4133;23,7653;-15,0753;13,5187;12,8654;-9,2556
21,0801;7,6872;21,8972;25,1586;-13,8717;14,2239;13,2267;-9,5997
23,5043;6,4998;21,3812;26,3622;-12,6681;14,7398;13,3987;-9,9598
25,7568;5,1232;20,9005;27,5838;-11,4806;15,2558;13,5707;-10,1319
27,8375;3,7299;20,0403;28,6517;-10,1213;15,7891;13,7600;-10,3039
29,7285;2,5422;19,1977;29,3395;-8,5578;16,1505;13,7773;-10,4759
31,6559;1,1657;18,1653;30,0455;-7,1986;16,3225;13,5880;-10,6640
33,2215;-0,2109;17,1505;30,5615;-5,6513;16,4945;13,6227;-10,6640
34,5970;-1,5874;15,9461;31,1138;-4,1040;16,6840;13,2613;-10,6640
36,0093;-2,9805;14,7765;31,3040;-2,5567;16,6840;13,1066;-10,6801
37,0595;-4,1685;13,2105;31,3222;-1,0094;16,7015;12,7626;-10,5081
37,9564;-5,5614;11,8512;31,1684;0,5212;16,5470;12,4358;-10,3361
38,4723;-6,7658;10,3025;30,8426;2,2571;16,2029;11,9197;-10,1803
39,0254;-7,9540;8,7538;30,3265;3,8044;15,8589;11,4037;-9,8363
39,2160;-9,3629;7,2051;29,8467;5,3517;15,5323;10,9048;-9,4923
39,2346;-10,3952;5,6733;29,0046;6,9160;15,0162;10,2166;-9,1646
39,0812;-11,4275;3,9525;27,9723;8,2744;14,5175;9,5285;-8,6487
38,7744;-12,4598;2,2316;26,9580;9,8389;13,8294;8,8575;-8,1327
38,1048;-13,5081;0,5108;25,7715;11,2143;13,1585;7,9972;-7,6168
37,2631;-14,3843;-1,2101;24,4128;12,6070;12,2811;7,1200;-7,1009
36,2492;-15,0565;-2,9475;22,8641;13,8106;11,6274;6,4489;-6,6013
35,0632;-15,9484;-4,4797;21,3509;15,0316;10,5779;5,6056;-5,9134
33,7050;-16,4645;-6,2170;19,4402;16,0633;9,7348;4,5564;-5,2256
32,1746;-16,9964;-7,7494;17,7544;17,0950;8,7025;3,7130;-4,5377
30,4719;-17,3404;-9,5026;15,6718;18,1618;7,6872;2,6639;-3,8663
28,6150;-17,6845;-10,8630;13,7961;18,8320;6,4658;1,8204;-2,9900
26,3596;-18,0443;-12,4278;11,7481;19,7271;5,4505;0,7881;-2,3187
24,3301;-18,2320;-13,8203;9,5106;20,2254;4,2460;-0,2608;-1,4423
21,9204;-18,2320;-15,0247;7,2732;20,9486;3,0416;-1,1044;-0,7711
19,5284;-18,2477;-16,2291;5,0357;21,2926;1,8372;-2,1533;0,1054
16,9465;-18,0915;-17,4493;2,7983;21,6543;0,6161;-2,9970;0,7766
14,3819;-17,7475;-18,4974;0,5608;21,8440;-0,3996;-4,0458;1,6531
11,6277;-17,4036;-19,3733;-1,6766;21,8440;-1,6040;-4,9060;2,3242
8,8906;-17,0754;-20,0614;-3,9141;21,8617;-2,8084;-5,7662;3,2008
5,9472;-16,5753;-20,7496;-6,1516;21,7075;-4,0129;-6,6427;3,8886
3,2098;-15,8874;-21,4688;-8,3890;21,3634;-5,2337;-7,3146;4,5765
0,2666;-15,2154;-21,8129;-10,6426;21,0371;-6,2660;-8,1910;5,2643
-2,4711;-14,3557;-22,1725;-12,7078;20,5210;-7,2983;-8,8792;5,9522
-5,4139;-13,4959;-22,3445;-14,7890;20,0403;-8,3306;-9,5673;6,6401
-8,1681;-12,6521;-22,5475;-16,6820;19,1624;-9,3791;-10,2716;7,3449
-10,9385;-11,6204;-22,3755;-18,5908;18,5095;-10,2393;-10,7877;7,8609
-13,5204;-10,6048;-22,2191;-20,3273;17,4596;-11,0995;-11,3198;8,3768
-16,1023;-9,4013;-21,8907;-21,8760;16,6344;-11,9597;-11,6478;8,8927
-18,7157;-8,1977;-21,3747;-23,4402;15,4299;-12,8360;-12,1960;9,4258
-20,9376;-6,9941;-20,8744;-24,8321;14,2255;-13,5401;-12,3519;9,7697
-23,3782;-5,8069;-20,2022;-26,0519;13,0211;-14,0562;-12,7120;10,1137
-25,4589;-4,4314;-19,3424;-27,0842;11,8512;-14,5722;-12,9000;10,4748
-27,3519;-3,0560;-18,4983;-28,1470;10,2853;-15,1042;-12,8840;10,6468
-29,2753;-1,6640;-17,4824;-28,8352;8,9088;-15,4641;-13,0880;10,8188
-30,8240;-0,4770;-16,2788;-29,5537;7,5492;-15,6203;-12,9000;10,9908
-32,3878;0,8984;-15,0912;-29,8977;6,0005;-15,9960;-12,9160;11,1800
-33,7942;2,2739;-13,7157;-30,2569;4,4518;-15,9960;-12,7600;11,1800
-34,8415;3,6493;-12,3403;-30,4591;2,9200;-15,9960;-12,4000;11,1972
-35,7165;5,0417;-10,9809;-30,2871;1,1824;-16,0118;-12,2601;11,0252
-36,4195;6,2453;-9,4336;-30,1303;-0,3663;-15,8399;-11,7281;10,8532
-36,9504;7,4318;-7,9025;-29,8015;-1,9150;-15,6837;-11,4002;10,6812
-37,3240;8,8414;-6,1671;-29,3007;-3,4637;-15,3556;-10,8843;10,5264
-37,3388;9,8560;-4,6362;-28,6281;-5,0124;-14,8397;-10,3845;10,1823
-37,1816;11,0768;-2,9170;-27,7836;-6,5611;-14,3238;-9,6967;9,8554
-36,8524;12,1085;-1,1979;-26,7672;-8,1261;-13,8079;-9,0088;9,3222
-36,3513;13,1402;0,5212;-25,5636;-9,5026;-13,3239;-8,3209;8,9953
-35,6932;14,1892;2,2404;-24,3909;-10,8792;-12,4481;-7,6493;8,4792
-34,6764;15,0664;3,9764;-22,8436;-12,2717;-11,7763;-6,7896;7,9802
-33,4878;15,7543;5,5068;-21,2963;-13,4762;-10,9165;-5,9298;7,2750
-32,1274;16,4421;7,2429;-19,7803;-14,6806;-10,0729;-5,0700;6,7760
-30,5801;17,1475;8,7902;-17,8893;-15,9009;-9,0412;-4,2266;6,0878
-29,0632;17,6809;10,3375;-15,9983;-16,9490;-8,0095;-3,1785;5,3997
-27,1875;18,0249;11,9020;-14,1233;-17,8092;-6,9778;-2,3352;4,7115
-25,1401;18,3689;13,2775;-12,0606;-18,6851;-5,9625;-1,2869;4,0403
-22,9056;18,7304;14,6703;-10,0139;-19,3733;-4,7425;-0,4438;3,1632
-20,6866;18,9200;15,8739;-7,7794;-20,0771;-3,7272;0,5879;2,4751
-18,2960;18,9200;17,0950;-5,5448;-20,6088;-2,5237;1,6363;1,8037
-15,7180;18,9376;18,1267;-3,3103;-20,9528;-1,3201;2,4794;0,9435
-13,1559;18,7832;19,1760;-1,0757;-21,3124;-0,1165;3,5279;0,0666
-10,4061;18,4391;20,0357;1,1588;-21,5000;1,0871;4,3708;-0,6049
-7,6563;18,0951;20,9309;3,3765;-21,5000;2,2907;5,4194;-1,4817
-4,9229;17,7686;21,4468;5,7998;-21,5311;3,4942;6,2792;-2,1533
-1,9848;17,2701;21,9628;8,0514;-21,1716;4,7147;7,1390;-3,0300
0,7650;16,5819;22,5142;10,0970;-21,0308;5,7464;8,0158;-3,7181
3,4980;15,9112;22,6862;12,3488;-20,5149;6,7611;8,7037;-4,4063
6,4365;15,0510;22,8760;14,4289;-19,9989;7,9817;9,3915;-5,0944
9,1863;14,1908;22,8938;16,3199;-19,5144;9,0305;10,0794;-5,7826
11,9361;13,3479;22,7218;18,2284;-18,6389;9,8731;10,7672;-6,4707
14,7032;12,3156;22,5676;19,9475;-17,9825;10,9220;11,4723;-7,1751
17,2988;11,3005;22,2413;21,6844;-16,9508;11,7818;12,0055;-7,6912
19,7051;10,0961;21,7429;23,2317;-15,9191;12,6589;12,3322;-8,2073
22,1114;8,8917;21,0548;24,8148;-14,9033;13,3467;12,8654;-8,7396
24,5535;7,6872;20,3843;26,0183;-13,7157;14,0346;13,2267;-9,0674
26,6162;6,4998;19,5418;27,2399;-12,3242;14,7398;13,3987;-9,5997
28,6971;5,1232;18,5095;28,2897;-11,1367;15,2732;13,5707;-9,9598
30,6244;3,7299;17,4947;29,1676;-9,7774;15,5997;13,7427;-10,1157
32,1717;2,5590;16,2902;29,8736;-8,2301;16,1505;13,9320;-10,4759
33,7373;0,9769;15,1032;30,4077;-6,6665;16,3225;13,9493;-10,6640
35,1496;-0,2109;13,7267;30,7516;-5,3075;16,4945;13,7773;-10,6479
36,1812;-1,5874;12,3501;31,1320;-3,7766;16,6840;13,6053;-10,8360
37,2500;-2,9640;10,9908;31,1502;-2,0409;16,6840;13,4506;-10,8521
37,9564;-4,3570;9,4421;30,9964;-0,4936;16,7015;13,1066;-10,6640
38,4909;-5,5450;7,9105;30,6524;1,0537;16,5295;12,7626;-10,6801
38,8534;-6,9379;6,1896;30,3447;2,6010;16,3749;12,4358;-10,5242
39,0440;-8,1423;4,4687;29,6565;4,1483;16,0309;11,9197;-10,1641
39,0812;-9,3629;2,7311;29,0046;5,6956;15,7043;11,4037;-10,0083
38,7558;-10,3952;1,1991;27,9723;7,2429;15,1882;10,9048;-9,6643
38,2583;-11,4114;-0,5218;26,9580;8,8073;14,6895;10,2166;-9,3365
37,6072;-12,6479;-2,2426;25,7715;10,1827;14,0014;9,5285;-8,8206
36,5749;-13,5081;-3,9635;24,4128;11,5582;13,3133;8,8575;-8,3047
35,5794;-14,3843;-5,7007;22,8641;12,9509;12,6424;7,9972;-7,7888
34,2029;-15,0565;-7,2494;21,3332;14,1545;11,7822;7,1370;-7,2729
32,8629;-15,9484;-8,7981;19,6299;15,3755;10,9392;6,2768;-6,7732
31,1603;-16,4645;-10,3468;17,7369;16,4072;9,9069;5,4166;-6,0854
29,2672;-16,9806;-11,9116;15,8613;17,4564;8,8746;4,5733;-5,3975
27,3922;-17,5282;-13,2881;13,7961;18,3162;7,8423;3,5241;-4,7097
25,3628;-17,6845;-14,6806;11,7308;19,1936;6,8269;2,6807;-4,0218
22,9532;-18,0443;-15,8850;9,6827;19,8814;5,6056;1,6317;-3,3504
20,5435;-18,2320;-17,1052;7,4453;20,5870;4,5902;0,7881;-2,4741
18,1514;-18,2320;-18,1533;5,2078;21,1206;3,3857;-0,2442;-1,8028
15,5869;-18,2477;-19,0135;2,9704;21,4646;2,1813;-1,2931;-0,9264
12,8154;-18,0915;-19,8894;0,7496;21,8440;0,9769;-2,1367;-0,2552
10,2678;-17,7475;-20,5775;-1,6766;21,8263;-0,2275;-3,1855;0,6046
7,3243;-17,4036;-21,2968;-3,9141;22,0338;-1,4320;-4,0458;1,4811
4,5700;-17,0754;-21,6253;-6,1516;21,8617;-2,6529;-4,9060;2,1690
1,8326;-16,5753;-22,1725;-8,4052;21,7075;-3,6687;-5,7662;2,8400
-1,1105;-15,8874;-22,3600;-10,4705;21,3634;-4,8732;-6,6264;3,7167
-3,8482;-15,2154;-22,3600;-12,5357;21,0371;-6,0939;-7,5029;4,4045
-6,7910;-14,3557;-22,3755;-14,6169;20,5387;-7,1262;-8,1910;5,0924
-9,5452;-13,4959;-22,2035;-16,5099;19,8506;-8,1585;-8,8792;5,7802
-12,3155;-12,6521;-22,0626;-18,4187;19,1800;-9,2071;-9,5673;6,4681
-14,8974;-11,6365;-21,5467;-20,1396;18,3374;-10,0673;-10,2716;7,1730
-17,4952;-10,4168;-21,0464;-21,8760;17,3051;-10,9275;-10,7877;7,6889
-19,9048;-9,4013;-20,3585;-23,4402;16,2728;-11,7877;-11,3198;8,2048
-22,3456;-8,1977;-19,7020;-24,8321;15,2579;-12,6639;-11,6639;8,7207
-24,4109;-7,0104;-18,6703;-26,0519;14,0708;-13,3681;-12,0079;9,2538
-26,4914;-5,6186;-17,6386;-27,0842;12,6943;-13,8841;-12,3680;9,5977
-28,3997;-4,4314;-16,6227;-28,1318;11,3177;-14,4002;-12,5400;9,9417
-30,1357;-3,0560;-15,4192;-29,0224;9,9412;-14,9322;-12,7120;10,2857
-31,6995;-1,6805;-14,2315;-29,5385;8,5817;-15,2762;-12,9000;10,6468
-33,0910;-0,3051;-12,8721;-30,0697;7,0330;-15,6361;-12,9000;10,8188
-34,3104;1,0704;-11,3087;-30,4289;5,4843;-15,8081;-12,9160;11,0080
-35,3576;2,4626;-9,9655;-30,6311;3,9356;-15,9960;-12,7440;10,9908
-36,2475;3,6493;-8,2301;-30,4591;2,3869;-15,9960;-12,5880;11,1800
-36,7784;5,0417;-6,6828;-30,3023;0,8549;-16,0118;-12,2441;11,1972
-37,1372;6,2283;-5,1519;-29,9735;-0,8826;-15,8399;-11,9001;11,0252
-37,3240;7,6208;-3,4328;-29,4727;-2,4312;-15,6837;-11,5722;10,8532
-37,3388;8,8244;-1,7136;-28,8000;-3,9799;-15,3398;-11,0563;10,6812
-37,1964;10,0451;0,0055;-27,9555;-5,5286;-15,0117;-10,5404;10,5264
-36,6804;11,0596;1,7246;-26,9238;-7,0936;-14,4958;-10,0406;10,1823
-36,1942;12,2977;3,4438;-25,9228;-8,4540;-13,9958;-9,3527;9,8383
-35,3642;13,1402;5,1798;-24,5474;-10,0188;-13,3079;-8,6649;9,4942
-34,1606;14,1892;6,7101;-23,1874;-11,4114;-12,6201;-7,9770;9,1673
-32,9720;15,0664;8,4464;-21,6557;-12,5998;-11,9483;-7,3054;8,6512
-31,6267;15,7543;9,9937;-19,9365;-14,0083;-11,0885;-6,4456;8,1522
-29,9075;16,4421;11,5582;-18,2331;-15,0247;-10,2448;-5,5859;7,4471
-28,2036;17,1475;12,9336;-16,3580;-16,2608;-9,2131;-4,7261;6,9480
-26,3433;17,6634;14,3264;-14,2952;-17,1052;-8,1814;-3,8827;6,2599
-24,1088;18,1969;15,5126;-12,2325;-18,1690;-7,1498;-2,8345;5,5717
-21,8742;18,5584;16,9230;-10,1858;-18,8415;-6,1344;-1,9913;4,8836
-19,6710;18,7304;17,9547;-7,9350;-19,7330;-4,9144;-0,9430;4,1954
-17,0929;18,9200;19,0040;-5,8886;-20,2491;-3,8992;-0,0999;3,5241
-14,5149;18,9200;19,8638;-3,6705;-20,7808;-2,6956;0,9318;2,6471
-11,9528;18,9376;20,7413;-1,2476;-21,1404;-1,4920;1,9803;1,9757
-9,2030;18,7832;21,4468;0,9869;-21,3124;-0,2884;2,8233;1,0988
-6,4532;18,4391;21,9805;3,2215;-21,5000;0,9151;3,8718;0,4274
-3,7199;18,0951;22,3245;5,4560;-21,5000;2,1355;4,7316;-0,4495
-0,7984;17,7686;22,6862;7,6906;-21,5311;3,1504;5,5914;-1,1210
2,1399;17,2701;22,8760;9,9422;-21,1872;4,3539;6,4511;-1,9978
4,8897;16,5819;22,8760;12,0050;-20,8432;5,5744;7,3109;-2,6694
7,6395;15,9112;22,8938;14,0678;-20,5149;6,5891;8,1707;-3,5461
10,3893;15,0510;22,7396;16,1480;-20,0146;7,8098;9,0476;-4,2342
13,1391;14,2082;22,4133;18,0565;-19,3424;8,8414;9,7355;-4,9224
15,9063;13,1585;21,8972;19,7756;-18,4826;9,8903;10,4405;-5,6105
18,5020;12,3329;21,3989;21,5125;-17,6228;10,7501;10,9392;-6,3150
20,9083;11,1112;20,7284;23,0598;-16,7789;11,6098;11,6443;-6,8148
23,3324;10,0961;19,8859;24,6250;-15,7630;12,4696;12,1775;-7,5192
25,5849;8,8917;18,8536;26,0183;-14,5595;13,3467;12,5214;-8,0515
27,6656;7,7043;17,8212;27,2399;-13,3718;14,0346;12,8654;-8,3793
29,5747;6,3108;16,8239;28,2897;-11,9964;14,7398;13,2094;-8,8954
31,2939;5,1232;15,4299;29,1676;-10,6209;15,2732;13,5707;-9,4276
33,0496;3,7467;14,2429;29,8736;-9,2455;15,5997;13,7600;-9,7878
34,4434;2,3701;12,8836;30,3895;-7,8863;16,1505;13,7427;-9,9437
35,6654;0,9936;11,3349;30,9418;-6,3390;16,3051;13,9493;-10,3039
36,6971;-0,3996;9,7863;31,1138;-4,7917;16,6665;13,7600;-10,4759
37,7844;-1,5874;8,2376;31,3222;-3,2444;16,8560;13,7773;-10,6640
38,3003;-2,9640;6,7058;31,1684;-1,7136;16,8560;13,6227;-10,6640
38,8534;-4,3405;4,9850;30,8244;0,0221;16,8735;13,2613;-10,6640
39,0440;-5,7335;3,2641;30,5167;1,5694;16,7015;13,1239;-10,6801
39,0626;-6,9379;1,5433;29,8286;3,1168;16,5470;12,5906;-10,4920
38,9092;-8,1423;-0,1776;29,1585;4,6641;16,2029;12,2638;-10,5242
38,6023;-9,3629;-1,8985;28,3164;6,2114;15,8763;11,7477;-10,1641
37,9142;-10,3791;-3,6193;27,3201;7,7587;15,3603;11,2488;-10,0083
37,2816;-11,5996;-5,3566;25,9256;9,3231;14,8616;10,5435;-9,6643
36,0587;-12,6479;-6,9053;24,7570;10,6985;14,1734;10,0618;-9,3204
35,0816;-13,5081;-8,4540;23,2083;12,0912;13,4853;9,1844;-8,9926
33,5329;-14,3683;-10,0027;21,6773;13,2775;12,8145;8,5134;-8,4767
32,0025;-15,2445;-11,5514;19,9741;14,6877;11,9542;7,6361;-7,9608
30,2998;-15,9484;-13,1320;18,0811;15,7194;11,1112;6,9820;-7,4611
28,4249;-16,4645;-14,3205;16,2055;16,7511;10,0618;5,9327;-6,7569
26,3776;-16,9806;-15,7288;14,1403;17,8003;9,2187;5,0725;-6,2573
24,1580;-17,5125;-16,7453;12,0750;18,6601;8,2034;4,2292;-5,5695
21,7483;-17,8722;-17,9655;10,0270;19,5375;6,9820;3,1800;-4,8816
19,3563;-18,0443;-19,0135;7,7895;20,2430;5,9666;2,3366;-4,1938
16,7743;-18,2320;-19,8894;5,5521;20,7589;4,7453;1,2876;-3,5224
14,2098;-18,2320;-20,5775;3,3146;21,2926;3,7299;0,4440;-2,6461
11,4556;-18,2477;-21,2812;1,0771;21,6543;2,5254;-0,6049;-1,9748
8,7014;-18,0915;-21,8129;-1,1437;21,8263;1,3210;-1,4485;-1,0984
5,9641;-17,7475;-22,1725;-3,5699;22,0160;0,1166;-2,4974;-0,4271
3,0208;-17,4036;-22,3445;-5,8073;22,0338;-1,0878;-3,3411;0,4493
0,2833;-17,0754;-22,5320;-8,0610;21,8617;-2,2923;-4,3898;1,1205
-2,6597;-16,5753;-22,5320;-10,1263;21,7075;-3,5132;-5,2501;1,9970
-5,4139;-15,8874;-22,5630;-12,1915;21,3812;-4,5290;-6,1103;2,6681
-8,1681;-15,2154;-22,2191;-14,2568;20,8651;-5,7498;-6,9868;3,5447
-10,9223;-14,3557;-21,8907;-16,3537;20,3667;-6,7821;-7,6587;4,2326
-13,6925;-13,5118;-21,3903;-18,0588;19,6962;-7,8144;-8,5351;4,9204
-16,2903;-12,4802;-20,7025;-19,9831;18,8360;-8,8468;-9,2394;5,6083
-18,7000;-11,4485;-20,0302;-21,5318;17,9933;-9,8952;-9,7393;6,2961
-21,1253;-10,4329;-19,1861;-23,0960;16,9610;-10,7554;-10,4436;7,0010
-23,3627;-9,2293;-18,1545;-24,4726;15,9461;-11,6157;-10,9758;7,5169
-25,6310;-8,0257;-17,1385;-25,8799;14,7417;-12,4919;-11,3037;8,0328
-27,5240;-6,8222;-15,9350;-26,9122;13,5373;-13,1960;-11,8359;8,5488
-29,4474;-5,6349;-14,7473;-27,9597;12,3501;-13,6961;-12,1960;9,0647
-30,9961;-4,2431;-13,3878;-28,8504;10,9908;-14,4161;-12,3519;9,5977
-32,5749;-3,0725;-11,8245;-29,3665;9,4250;-14,7443;-12,7280;9,9417
-33,7793;-1,4920;-10,4651;-29,8977;8,0655;-15,2762;-12,7120;10,3028
-35,0135;-0,3051;-8,9340;-30,2569;6,5168;-15,6361;-12,9000;10,4577
-35,8886;1,0704;-7,1986;-30,4440;4,9681;-15,8081;-12,9160;10,8188
-36,5915;2,4458;-5,6677;-30,4591;3,4362;-15,9960;-12,7280;11,0080
-37,1224;3,8213;-3,9485;-30,3023;1,6986;-15,9960;-12,7600;10,9908
-37,4960;5,2136;-2,2294;-29,9735;0,1499;-16,0118;-12,4000;11,1800
-37,5108;6,4002;-0,5102;-29,4727;-1,3822;-15,8399;-12,2441;11,1972
-37,3536;7,7927;1,2089;-28,7848;-3,1196;-15,6679;-11,9162;11,0080
-37,0244;9,0134;2,9280;-28,1275;-4,6683;-15,5276;-11,4002;11,0252
-36,5233;10,0279;4,6641;-27,1111;-6,2333;-14,9958;-10,8843;10,8704
-35,8651;11,2487;6,1944;-25,9075;-7,5936;-14,6677;-10,3684;10,5092
-34,8484;12,2804;7,9306;-24,7193;-9,1585;-14,1678;-9,8686;10,3543
-33,6448;13,3121;9,4779;-23,3593;-10,5350;-13,4799;-9,1808;10,0103
-32,4712;14,3612;11,0252;-21,8276;-11,9116;-12,7920;-8,4929;9,6834
-30,9390;15,2384;12,5898;-20,1084;-13,3041;-12,1202;-7,8213;9,1673
-29,2351;15,9262;13,9652;-18,4050;-14,5085;-11,2604;-6,9615;8,6512
-27,3594;16,6141;15,3581;-16,5141;-15,7288;-10,4006;-6,1017;8,1352
-25,2966;17,3195;16,5791;-14,6390;-16,7769;-9,5570;-5,2419;7,6191
-23,2648;17,8529;17,5933;-12,5762;-17,6214;-8,5253;-4,3822;7,1200
-20,8585;18,1969;18,8320;-10,5296;-18,6851;-7,5099;-3,5224;6,4319
-18,4522;18,5408;19,6918;-8,2951;-19,3733;-6,2900;-2,6791;5,7437
-16,0775;18,9200;20,5693;-6,0605;-20,0771;-5,2747;-1,6474;5,0556
-13,3118;18,9024;21,2749;-3,8260;-20,5931;-4,0547;-0,5991;4,3675
-10,7498;19,1096;21,7908;-1,5914;-21,1248;-3,0395;0,2440;3,6962
-8,0162;18,9376;22,3245;0,6431;-21,4844;-1,8359;1,2924;2,8192
-5,0783;18,7656;22,6862;2,8777;-21,6720;-0,6323;2,1355;2,1478
-2,3450;18,6112;22,8582;5,1122;-21,6720;0,5713;3,1840;1,2709
0,5931;18,2847;23,0480;7,3468;-21,6876;1,7748;4,0269;0,5994
3,3261;17,7686;23,0658;9,5813;-21,5156;2,9784;5,0755;-0,2775
6,2646;17,2701;22,9116;11,8331;-21,3592;4,1988;5,9353;-0,9490
9,0144;16,5819;22,5853;13,9132;-21,0308;5,2136;6,7951;-1,8258
11,7642;15,8938;22,0693;15,7867;-20,5149;6,4342;7,6719;-2,4974
14,5314;15,2405;21,5709;17,8846;-20,0302;7,4659;8,3597;-3,3741
17,1269;14,1908;20,8828;19,6037;-19,1548;8,4976;9,0476;-4,0622
19,5156;13,3479;20,2300;21,3406;-18,4983;9,5292;9,7355;-4,7504
22,1292;12,3156;19,1800;22,8879;-17,4509;10,5781;10,4233;-5,4385
24,3637;11,3005;18,3550;24,4530;-16,6227;11,4379;11,1284;-6,1430
26,6342;10,0961;17,1505;25,8464;-15,4192;12,3149;11,6443;-6,6427
28,5252;8,8917;15,9636;27,0680;-14,2156;13,0028;12,1775;-7,3472
30,4343;7,6872;14,5870;28,1177;-13,0280;13,6907;12,5214;-7,8632
32,1717;6,4998;13,2105;28,9775;-11,6525;14,3785;12,8654;-8,3793
33,7373;5,1232;11,8512;29,8736;-10,2771;15,1012;13,2267;-8,9116
35,1312;3,7467;10,3025;30,3895;-8,9178;15,4277;13,3987;-9,2556
36,3532;2,3701;8,7538;30,9418;-7,3543;15,9611;13,5707;-9,5997
37,4219;0,9769;7,2221;31,1138;-6,0115;16,3225;13,7600;-9,9598
38,1283;-0,2109;5,5012;31,3222;-4,2759;16,4945;13,7600;-10,1157
38,6628;-1,5874;3,7804;31,1502;-2,7286;16,6840;13,7773;-10,4920
39,0254;-2,9640;2,0595;30,9964;-1,1813;16,6840;13,6053;-10,4759
39,2160;-4,3405;0,3387;30,6887;0,3493;16,6840;13,4506;-10,6640
39,2532;-5,7335;-1,3822;30,0006;2,0852;16,7190;13,1066;-10,6640
38,9278;-6,9379;-3,1196;29,3306;3,6325;16,3575;12,7626;-10,6640
38,4303;-8,1423;-4,6518;28,4884;5,1798;16,2029;12,4185;-10,6801
37,7607;-9,3467;-6,3727;27,4742;6,7271;15,8763;12,0918;-10,5081
36,9375;-10,5673;-8,1098;26,2877;8,2915;15,3603;11,5757;-10,3523
35,7331;-11,5996;-9,6747;24,9291;9,6498;14,8442;11,0768;-9,9921
34,5654;-12,6479;-11,0351;23,3804;11,2315;14,3455;10,3887;-9,8363
33,0167;-13,5081;-12,5998;21,8494;12,4178;13,6747;9,7005;-9,5085
31,5045;-14,3683;-13,9764;20,1286;13,8106;12,7972;9,0295;-8,9764
29,6296;-15,2445;-15,3847;18,4253;15,0316;12,1263;8,1522;-8,6487
27,5643;-15,9484;-16,4012;16,5497;16,0458;11,2833;7,4811;-8,1327
