"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8";"Position (mm) Run #9";"Position (mm) Run #10";"Position (mm) Run #11";"Position (mm) Run #12";"Position (mm) Run #13"
18,8399;-12,1157;-23,0635;16,5497;12,5898;15,7043;12,9346;-10,3039;-10,0940;-2,0740;0,3053;-4,0711;8,8233
16,2579;-13,1640;-22,9070;14,4845;13,9826;15,2056;12,5906;-10,4759;-12,5037;-0,1997;-1,0546;-2,8675;8,3243
13,6933;-14,0243;-22,5786;12,4365;15,1861;14,5175;12,2638;-10,6640;-14,9293;1,8798;-2,6199;-1,6640;7,6361
10,9391;-14,9004;-22,0782;10,1819;16,4072;13,8294;11,7477;-10,6640;-17,1667;3,7540;-3,9799;-0,4604;6,9480
8,2020;-15,5885;-21,4059;8,1337;17,4389;13,1412;11,2316;-10,6801;-19,4199;5,8336;-5,5450;0,7432;6,2599
5,2586;-16,2767;-20,5461;5,8963;18,4881;12,4704;10,7327;-10,5081;-21,4851;7,7246;-6,9216;1,9468;5,5886
2,5212;-16,9964;-19,7020;3,6757;19,3655;11,6274;10,0446;-10,3361;-23,5813;9,6327;-8,3144;3,1504;4,7284
-0,4053;-17,3246;-18,6703;1,2493;20,0534;10,5779;9,3565;-10,1641;-25,3022;11,3518;-9,5026;4,3708;3,8682
-3,3483;-17,8722;-17,6544;-0,9882;20,7589;9,7348;8,6854;-10,0083;-27,0383;13,0710;-10,8953;5,3856;3,0080
-6,1025;-18,0285;-16,4666;-3,2257;21,2749;8,7025;7,8082;-9,6643;-28,6022;14,8075;-12,1157;6,6061;2,1478
-8,8567;-18,4040;-15,0912;-5,4631;21,8085;7,6872;7,1370;-9,3204;-29,9940;16,3548;-13,1480;7,6378;1,2876
-11,6270;-18,4040;-13,7157;-7,7006;22,1702;6,4658;6,2768;-8,9926;-31,2135;17,9196;-14,1804;8,6695;0,4274
-14,2089;-18,4197;-12,3563;-9,9542;22,3600;5,4505;5,4166;-8,4767;-32,2608;19,2951;-15,2286;9,7183;-0,4329
-16,7908;-18,2477;-10,8090;-12,0194;22,3600;4,2460;4,5733;-7,9608;-33,1510;20,6882;-16,0888;10,5781;-1,2931
-19,3885;-18,0757;-9,2779;-14,0847;22,3778;3,0416;3,5241;-7,4448;-33,6671;21,9095;-16,9806;11,4379;-2,1533
-21,8137;-17,9353;-7,5587;-16,1816;22,2058;1,8372;2,6807;-6,9452;-34,1981;22,9590;-17,4809;12,3149;-3,0135
-24,0666;-17,4036;-5,8396;-17,8867;22,0693;0,6161;1,6317;-6,2573;-34,5720;23,8188;-18,1848;13,0028;-3,8902
-26,1472;-17,0912;-4,1204;-19,8111;21,5532;-0,3996;0,7881;-5,5695;-34,5720;24,6965;-18,7166;13,7080;-4,5619
-28,0403;-16,4033;-2,4013;-21,3442;21,0371;-1,6040;-0,2608;-4,8816;-34,6018;25,4022;-19,0606;14,2239;-5,4385
-29,9636;-15,7155;-0,6988;-23,0960;20,5564;-2,8084;-1,1210;-4,1938;-34,2728;25,9361;-19,4360;14,7398;-6,1103
-31,5274;-15,0435;1,2089;-24,4880;19,6785;-4,0129;-1,9647;-3,5059;-33,7718;26,2980;-19,4203;15,2732;-7,0031
-32,9040;-14,1996;2,9280;-25,6924;19,0256;-5,2337;-3,0135;-2,8180;-33,0990;26,4880;-19,6237;15,6346;-7,5029
-34,3104;-13,1520;4,6472;-26,9275;17,9933;-6,2660;-3,8737;-2,1467;-32,2542;26,4880;-19,4517;15,8066;-8,1910
-35,3576;-12,3242;6,3663;-27,7877;16,9610;-7,2983;-4,7339;-1,2703;-31,2376;26,5240;-19,2954;15,9960;-8,8954
-36,2475;-11,1046;8,1025;-28,6631;15,9461;-8,3306;-5,5942;-0,5991;-30,0492;26,1799;-18,9514;15,9960;-9,4276
-36,7636;-10,0890;9,6327;-29,3665;14,7591;-9,3791;-6,4707;0,2773;-28,6889;25,8538;-18,6232;16,0135;-9,7555
-37,3092;-8,8854;11,3862;-29,8977;13,3825;-10,2393;-7,1588;0,9485;-27,1569;25,3377;-18,1230;15,8414;-10,2877
-37,4812;-7,6819;12,7444;-30,2569;12,0060;-11,0995;-7,8470;1,8250;-25,4531;24,8575;-17,4351;15,6869;-10,6318
-37,6975;-6,4946;14,3091;-30,4440;10,6466;-11,9758;-8,5351;2,4961;-23,5776;24,0151;-16,7472;15,3428;-10,9919
-37,3536;-5,1028;15,7020;-30,4591;9,0808;-12,6639;-9,2394;3,3727;-21,5149;22,9828;-16,0911;14,9988;-11,1639
-37,0244;-3,9156;16,9055;-30,3023;7,7384;-13,3681;-9,7555;4,0606;-19,4678;21,9682;-15,0594;14,6895;-11,3359
-36,5381;-2,5402;18,1267;-29,9735;6,0005;-13,8841;-10,2716;4,7485;-17,2332;20,7638;-14,0277;13,9840;-11,5240
-35,6932;-1,1647;19,1584;-29,4575;4,4518;-14,4002;-10,7877;5,4363;-15,0146;19,5770;-13,0120;13,5026;-11,5401
-34,6764;0,2107;20,2077;-28,9720;2,9200;-14,9322;-11,3198;6,1242;-12,6083;18,2180;-11,8084;12,6251;-11,3520
-33,4878;1,5862;21,0852;-28,1275;1,1824;-15,2762;-11,6799;6,8290;-10,2181;16,6693;-10,6048;11,9542;-11,3681
-32,1424;2,9616;21,7730;-27,0958;-0,3497;-15,6361;-11,8519;7,3449;-7,6400;15,1381;-9,4174;11,0940;-11,2122
-30,4233;4,3371;22,4787;-26,0948;-2,0871;-15,8240;-12,0240;7,8609;-5,0456;13,4172;-8,0420;10,2510;-10,8521
-28,7193;5,7294;23,0124;-24,7193;-3,6193;-15,8240;-12,1960;8,3768;-2,6723;11,7136;-6,6665;9,2187;-10,6962
-26,8437;6,9330;23,3742;-23,3593;-5,3566;-15,8240;-12,3840;8,8927;0,0942;9,8205;-5,2911;8,1864;-10,3684
-24,7963;8,1366;23,5462;-21,8276;-6,9053;-15,8399;-12,3840;9,4258;2,6723;7,9275;-3,9321;7,1540;-9,8363
-22,5773;9,3402;23,7538;-20,1084;-8,4702;-15,6679;-12,4000;9,7697;5,2672;6,0345;-2,3848;6,1387;-9,5247
-20,1710;10,5438;23,5818;-18,4050;-9,8306;-15,5117;-12,2280;10,1308;7,6565;4,1583;-0,8209;4,9343;-8,8206
-17,7804;11,7646;23,4098;-16,5141;-11,3954;-15,1837;-12,0721;10,2857;10,2517;2,0763;0,5379;3,7130;-8,3209
-15,2023;12,8135;23,2734;-14,6390;-12,7879;-14,6677;-11,7281;10,6468;12,6580;0,1999;2,1020;2,6975;-7,6331
-12,6403;13,6560;22,7574;-12,5762;-13,9924;-14,1518;-11,3842;10,8188;15,0818;-1,8819;3,4606;1,4931;-6,9452
-9,8905;14,7051;22,2591;-10,5296;-15,1968;-13,6519;-11,0402;11,0080;17,3163;-3,7749;5,0248;0,2886;-6,2573
-7,1570;15,5823;21,5886;-8,2951;-16,4170;-12,9640;-10,7123;11,0080;19,5685;-5,6680;6,4002;-0,9158;-5,5859
-4,2190;16,2701;20,7284;-6,0605;-17,4493;-12,2922;-10,2126;11,0080;21,6312;-7,5610;7,7757;-2,1202;-4,7261
-1,4858;16,9755;19,8859;-3,8260;-18,4974;-11,4324;-9,5085;11,0252;23,7296;-9,4541;9,1511;-3,3246;-3,8498
1,4524;17,4914;18,8712;-1,5914;-19,3733;-10,5726;-9,0088;10,8532;25,4488;-11,3632;10,5438;-4,5455;-3,1785
4,1854;18,0249;17,6667;0,6265;-20,0614;-9,7290;-8,3209;10,6812;27,1859;-13,1000;11,7473;-5,5778;-2,3187
7,1239;18,3689;16,4798;3,0496;-20,7652;-8,6811;-7,6493;10,5264;28,7513;-14,6328;12,9682;-6,5938;-1,4755
9,8737;18,7304;15,1032;5,2841;-21,2968;-7,8375;-6,7732;10,1652;30,1449;-16,3854;13,9999;-7,8307;-0,4105
12,6235;18,9024;13,7440;7,5187;-21,6409;-6,8222;-6,1017;10,0275;31,3667;-17,7619;15,0490;-8,6747;0,2440
15,3907;19,0920;12,1953;9,7703;-22,0005;-5,6022;-5,2419;9,4942;32,4166;-19,1385;15,9088;-9,7232;1,2924
17,9863;19,1096;10,6466;11,8331;-22,1725;-4,5869;-4,3822;9,1673;33,2947;-20,5463;16,7860;-10,5834;2,1522
20,3926;18,9376;9,1151;13,8959;-22,3755;-3,3834;-3,5388;8,6342;34,0193;-21,5630;17,4739;-11,4597;3,0288
22,7989;18,7832;7,3942;15,9761;-22,2035;-2,1798;-2,4906;8,3243;34,3633;-22,7985;18,1793;-12,1478;3,6998
25,2411;18,4391;5,6733;17,8670;-22,0471;-0,9762;-1,6308;7,6191;34,7256;-23,6741;18,6952;-12,8360;4,5596
27,3218;18,1127;3,9525;19,7756;-21,7031;0,2274;-0,7877;7,1200;34,9344;-24,3623;19,2464;-13,5401;5,4363
29,2128;17,5966;2,2484;21,5125;-21,3747;1,4310;0,2440;6,4149;34,7808;-25,0658;19,4008;-14,0562;6,1242
31,1219;17,0980;0,3387;23,0598;-20,8744;2,6513;1,2924;5,9158;34,4551;-25,5973;19,7800;-14,5882;6,8120
32,8594;16,4274;-1,3822;24,6250;-20,1866;3,6662;2,1522;5,2446;33,9574;-25,9566;19,7800;-14,9481;7,4999
34,4434;15,5671;-3,1031;26,0183;-19,5144;4,8697;2,9952;4,3675;33,2876;-26,1440;19,7976;-15,1201;8,2048
35,6470;14,7069;-4,8239;27,2399;-18,6703;6,0903;4,0437;3,6793;32,4456;-26,1593;19,6256;-15,2921;8,7207
36,8875;13,8641;-6,5448;28,2897;-17,6386;7,1220;4,9035;3,0080;31,4315;-25,9874;19,4712;-15,4800;9,2367
37,7658;12,8317;-8,2819;29,1676;-16,6227;8,1537;5,7633;2,1310;30,2453;-25,8307;19,1448;-15,4959;9,7697
38,4723;11,7994;-9,8306;29,8554;-15,4192;9,1853;6,6231;1,4596;28,8868;-25,5175;18,6287;-15,3239;10,1137
39,0068;10,7843;-11,3793;30,5615;-14,2156;10,2342;7,4999;0,5827;27,3562;-24,8296;18,1302;-15,1519;10,4577
39,3880;9,5799;-12,9440;31,1138;-13,0280;11,0940;8,1878;-0,0888;25,6533;-24,1418;17,4421;-14,9958;10,8188
39,4066;8,3926;-14,3205;31,2858;-11,6686;11,9538;8,8756;-0,9656;23,7602;-23,4849;16,7714;-14,6677;10,9908
39,2346;6,9990;-15,7130;31,4942;-10,1052;12,8308;9,5635;-1,6372;21,8849;-22,4532;15,9287;-14,1518;11,1628
39,0998;5,8115;-16,9174;31,3222;-8,7459;13,5187;10,2514;-2,5139;19,8373;-21,4370;14,8964;-13,6359;11,3520
38,6209;4,4350;-18,1375;31,1684;-7,1986;14,2066;10,9564;-3,2020;17,5999;-20,2491;13,8641;-13,1360;11,3520
37,7607;3,0584;-19,1699;30,8608;-5,6677;14,9118;11,4723;-3,8902;15,3799;-18,8736;12,8490;-12,4641;11,3692
36,9375;1,6819;-20,2334;30,1726;-3,9321;15,4452;12,0055;-4,5783;12,9875;-17,5140;11,6446;-11,6043;11,1972
35,7515;0,3053;-20,9216;29,5026;-2,4013;15,7717;12,3495;-5,2665;10,3884;-15,9825;10,4574;-10,7446;11,0252
34,3933;-1,0712;-21,6097;28,6605;-0,6655;16,3225;12,6934;-5,9546;7,9957;-14,2634;9,0808;-9,8848;10,8704
32,8629;-2,4643;-22,3289;27,6462;0,8651;16,4945;13,0547;-6,6591;5,4138;-12,5442;7,7043;-9,0412;10,5264
31,1603;-3,6523;-22,6730;26,4598;2,6010;16,6665;13,2267;-7,1588;2,8319;-10,8412;6,3277;-8,0095;10,1823
29,2672;-5,0288;-23,0325;25,0832;4,1483;16,8560;13,3987;-7,8795;0,2499;-8,9502;4,9681;-6,9778;9,8554
27,4103;-6,4217;-23,2200;23,7424;5,6956;16,8560;13,5880;-8,2073;-2,3320;-7,0593;3,4026;-5,9625;9,3393
25,1728;-7,6261;-23,2200;22,0215;7,2429;16,8735;13,5880;-8,7234;-4,9139;-5,1683;2,0428;-4,7425;8,8404
22,9532;-8,8305;-23,2355;20,3006;8,7902;16,7190;13,6053;-9,2556;-7,5122;-3,2938;0,4941;-3,7272;8,1522
20,5612;-10,0511;-23,0790;18,5974;10,3547;16,3749;13,4333;-9,5997;-9,9057;-1,2145;-1,0712;-2,5237;7,4471
17,9792;-11,0834;-22,7505;16,7218;11,7301;16,0309;13,2613;-9,9598;-12,5197;0,6598;-2,4312;-1,3201;6,9650
15,4147;-12,1157;-22,2501;14,6566;13,1229;15,7043;13,1066;-10,1157;-14,7412;2,7393;-3,9964;-0,1165;6,0878
12,6605;-13,1640;-21,5623;12,5914;14,3264;15,1882;12,7626;-10,4920;-17,1825;4,6303;-5,3566;1,0871;5,4166
9,9063;-14,0243;-20,8900;10,5433;15,5300;14,6895;12,4358;-10,4759;-19,2478;6,5213;-6,9216;2,2907;4,5395
7,1691;-14,8845;-20,0459;8,3058;16,7511;14,0014;11,9197;-10,6640;-21,3130;8,4122;-8,3144;3,4942;3,8682
4,2258;-15,7606;-19,0142;6,0684;17,8003;13,3133;11,4037;-10,6640;-23,3937;10,3203;-9,5026;4,7147;3,0080
1,4883;-16,4645;-17,9982;3,8309;18,6601;12,6424;10,8876;-10,6640;-25,3175;12,0222;-10,9114;5,7464;2,1478
-1,4548;-16,9806;-16,7947;1,6102;19,5199;11,7822;10,3887;-10,6801;-26,8662;13,9479;-11,9276;6,7611;1,2876
-4,1925;-17,5125;-15,6070;-0,8161;20,4150;10,9392;9,7005;-10,5081;-28,4302;15,4952;-13,1480;7,9988;0,4274
-7,1353;-17,8565;-14,2315;-3,0535;20,9309;9,9069;9,0124;-10,3361;-29,8219;17,0425;-14,1804;8,8414;-0,4329
-9,9057;-18,2163;-12,8721;-5,2910;21,4468;8,8746;8,3413;-10,1803;-31,0414;18,6074;-15,2286;9,8903;-1,2931
-12,4716;-18,4040;-11,3408;-7,5284;21,9983;7,8423;7,4811;-9,8363;-32,0888;20,0005;-16,0888;10,7501;-2,1533
-15,2576;-18,4040;-9,6055;-9,7821;22,1702;6,8269;6,6209;-9,4923;-32,9640;21,2217;-16,9648;11,6098;-3,0135
-17,6673;-18,4197;-8,0745;-11,8473;22,3600;5,6056;5,7607;-9,1646;-33,6671;22,2534;-17,6687;12,4869;-3,8737
-20,0770;-18,2477;-6,3553;-13,9285;22,3600;4,5902;4,9005;-8,6324;-34,1981;23,3029;-18,1848;13,1921;-4,7504
-22,5177;-18,0915;-4,6362;-15,8216;22,3778;3,3857;4,0403;-8,3047;-34,5720;24,1806;-18,7166;13,6907;-5,4221
-24,5830;-17,7475;-2,9170;-17,7146;22,2235;2,1813;3,1969;-7,8050;-34,5720;24,8684;-19,0606;14,4133;-6,2987
-26,6635;-17,4193;-1,2145;-19,6390;21,8972;0,9769;2,1478;-7,1009;-34,6018;25,5921;-19,4203;14,7572;-6,9868
-28,5718;-16,9034;0,6932;-21,1721;21,3812;-0,2275;1,3043;-6,6013;-34,2728;25,9361;-19,6080;15,1012;-7,6912
-30,3078;-16,4033;2,4123;-22,9240;20,8828;-1,4320;0,2553;-5,9134;-33,7718;26,2980;-19,6080;15,4626;-8,1910
-31,8716;-15,7313;4,1314;-24,3160;20,1946;-2,6529;-0,6049;-5,2256;-33,0990;26,4880;-19,6393;15,6346;-8,8954
-33,2631;-14,8715;5,8506;-25,5204;19,5241;-3,6687;-1,4485;-4,5377;-32,2542;26,5060;-19,2797;15,8240;-9,4115
-34,4824;-14,0117;7,5697;-26,7401;18,6815;-4,8732;-2,4974;-3,8498;-31,2376;26,3340;-19,1391;15,8240;-9,9437
-35,5445;-13,1679;9,3060;-27,7877;17,6492;-6,0939;-3,3576;-3,1620;-30,0492;26,1979;-18,6232;15,8414;-10,2877
-36,2475;-12,1363;10,8533;-28,6631;16,6344;-7,1262;-4,2178;-2,4906;-28,6889;25,6818;-18,1072;15,6694;-10,6318
-36,7784;-11,1046;12,4006;-29,3665;15,4299;-8,1585;-5,0780;-1,6308;-27,1569;25,1836;-17,6071;15,5149;-10,9919
-37,1372;-10,0890;13,9652;-29,8977;14,2429;-9,2071;-5,9382;-0,7544;-25,4378;24,5313;-16,9350;15,1882;-11,1639
-37,3240;-8,8854;15,3407;-30,2569;12,8490;-10,0673;-6,8148;-0,0832;-23,7495;23,4811;-16,0911;14,6721;-11,3359
-37,3536;-7,6981;16,7336;-30,4440;11,6791;-10,9275;-7,5029;0,7932;-21,6868;22,6565;-15,0435;14,1561;-11,5240
-37,0244;-6,3063;17,9547;-30,4591;10,1304;-11,8038;-8,1910;1,4644;-19,6397;21,4521;-14,1996;13,6573;-11,5401
-36,5233;-5,1191;18,9864;-30,3023;8,5817;-12,4919;-8,8792;2,3409;-17,4051;20,2653;-13,1839;12,9692;-11,3520
-35,8503;-3,7437;20,0357;-29,9583;7,0330;-13,1800;-9,5835;3,0288;-15,1865;18,8888;-11,9804;12,2983;-11,3681
-35,0203;-2,3682;20,8955;-29,6447;5,4843;-13,8841;-10,0996;3,6998;-12,7801;17,5297;-10,7929;11,4381;-11,2122
-33,8167;-0,9928;21,7730;-28,9720;3,9356;-14,4002;-10,6156;4,5765;-10,3900;15,9985;-9,4174;10,5779;-10,8682
-32,6432;0,3827;22,4787;-28,1122;2,4037;-14,9322;-11,1478;5,2813;-7,8119;14,2776;-8,0420;9,7348;-10,5242
-31,0959;1,7748;23,0124;-27,2830;0,6661;-15,2762;-11,4918;5,7802;-5,2338;12,5568;-6,6665;8,7025;-10,1803
-29,5789;2,9616;23,3564;-26,0794;-0,8659;-15,6361;-11,8519;6,4681;-2,6558;10,8531;-5,2911;7,6702;-9,8525
-27,6879;4,3371;23,7360;-24,8912;-2,6033;-15,8081;-12,0240;7,1730;-0,0777;8,9601;-3,9321;6,6379;-9,3365
-25,8277;5,7294;23,7360;-23,5313;-4,1356;-15,9960;-12,1960;7,6889;2,5004;7,0670;-2,3848;5,6225;-8,8206
-23,5931;6,9160;23,7360;-21,9840;-5,8728;-16,0118;-12,3680;8,2048;5,0784;5,1740;-0,8209;4,4181;-8,3209
-21,3741;8,3085;23,7717;-20,4679;-7,4378;-15,8240;-12,5560;8,7207;7,6735;3,2978;0,5379;3,2137;-7,6331
-18,9678;9,5121;23,4276;-18,5612;-8,7981;-15,8557;-12,5720;9,2538;10,0798;1,2158;2,1020;2,0093;-6,9452
-16,5773;10,7329;23,1014;-16,8737;-10,3629;-15,5117;-12,4000;9,5977;12,4862;-0,6606;3,4606;0,7881;-6,2737
-14,0152;11,7646;22,6031;-14,7950;-11,7395;-15,1678;-12,2280;9,9417;14,8925;-2,7424;5,0248;-0,2275;-5,3975
-11,2654;12,7963;21,9327;-12,9360;-13,1320;-14,8397;-12,0721;10,3028;17,3163;-4,6354;6,4002;-1,4320;-4,7261
-8,5156;13,8453;21,0725;-10,6854;-14,3365;-14,3238;-11,7281;10,4748;19,5685;-6,5284;7,7757;-2,6364;-3,8663
-5,7658;14,7051;20,2300;-8,6388;-15,5409;-13,8238;-11,3842;10,6468;21,6489;-8,4215;9,1511;-3,8573;-3,0065
-3,0325;15,5823;19,1977;-6,4043;-16,7611;-13,1360;-11,0563;10,8188;23,5399;-10,3307;10,5438;-4,8732;-2,1467
-0,0943;16,2701;18,1829;-4,1697;-17,8092;-12,4481;-10,5242;11,0080;25,4488;-12,0515;11,7473;-6,0939;-1,2869
2,6387;16,9755;16,9960;-1,9517;-18,6694;-11,7763;-10,2126;11,0080;27,1859;-13,7724;12,9682;-7,1262;-0,4271
5,5771;17,4914;15,6194;0,4712;-19,5453;-10,9165;-9,5247;11,0252;28,7513;-15,5091;13,9999;-8,1585;0,4160
8,3269;18,0074;14,2603;2,7058;-20,2491;-10,0729;-8,8206;10,8360;30,1449;-17,0736;15,0490;-9,2071;1,4644
11,0767;18,5584;12,7116;4,9403;-20,7652;-9,0412;-8,3372;10,8704;31,3667;-18,4502;15,9088;-10,0673;2,3409
13,8439;18,7304;11,1629;7,1749;-21,2968;-8,0095;-7,4611;10,5092;32,4166;-19,8424;16,7686;-10,9436;3,0120
16,4219;18,9024;9,6313;9,4265;-21,6409;-6,9778;-6,7896;10,3543;33,2947;-21,0624;17,6634;-11,6157;3,8718
19,0176;19,0920;7,9105;11,4893;-22,0005;-5,9625;-5,9298;10,0103;34,0010;-22,0947;18,1793;-12,4919;4,7316
21,4239;19,1096;6,1896;13,5521;-22,1880;-4,7425;-5,0700;9,6663;34,5536;-23,1425;18,6952;-13,1960;5,6083
23,8481;18,9376;4,4687;15,6323;-22,2035;-3,7272;-4,2102;9,3393;34,7256;-24,0182;19,2288;-13,7121;6,2961
26,1005;18,7832;2,7479;17,5232;-22,0315;-2,5237;-3,3504;8,8062;34,9344;-24,7218;19,5904;-14,2441;6,9840
28,1814;18,4391;1,0270;19,4318;-21,8751;-1,3201;-2,4906;8,4963;34,7624;-25,2378;19,7624;-14,5882;7,6719
30,0905;18,1127;-0,6772;21,1686;-21,5467;-0,1165;-1,6474;7,7911;34,6271;-25,7693;19,9696;-14,9481;8,3768
31,8278;17,6141;-2,5868;22,7159;-21,0308;1,0871;-0,5991;7,2921;34,1294;-26,1440;19,7800;-15,1201;8,8927
33,3934;16,9260;-4,3077;24,2811;-20,5305;2,3074;0,2440;6,5869;33,4596;-26,1440;19,8153;-15,3080;9,4086
34,7873;16,2378;-6,0285;25,6745;-19,8583;3,3223;1,2924;6,0878;32,6177;-26,1593;19,4712;-15,3080;9,9417
35,9909;15,5671;-7,7494;26,8780;-18,9985;4,5259;2,1522;5,3997;31,6036;-26,0027;19,1448;-15,3239;10,2857
37,2500;14,7069;-9,4864;28,1177;-18,1545;5,7464;2,9952;4,7284;30,4174;-25,6741;18,6287;-15,1519;10,6296
37,9378;13,8641;-11,0351;28,9775;-17,1228;6,7611;4,0437;3,8514;29,0589;-25,1582;18,1302;-14,9958;10,9908
38,6628;12,8317;-12,5998;29,8736;-16,1069;7,9817;4,9035;3,1632;27,5283;-24,6731;17,4421;-14,6518;11,1628
39,0254;11,8167;-13,9764;30,3895;-14,9192;9,0305;5,7802;2,4919;25,8253;-23,8133;16,7714;-14,3238;11,3520
39,2160;10,6123;-15,3529;30,9236;-13,5278;9,8731;6,4511;1,6149;23,9323;-22,9690;15,9287;-13,8079;11,3348
39,2346;9,4078;-16,7611;31,3040;-12,3403;10,9220;7,3109;0,9435;22,0570;-21,9373;14,8964;-13,3079;11,5412
39,0998;8,2034;-17,7777;31,3040;-10,9809;11,7818;8,1878;0,0666;20,0095;-20,9368;13,8641;-12,6201;11,3520
38,5837;7,0160;-19,0135;31,3222;-9,4336;12,6589;8,8756;-0,6049;17,7720;-19,5614;12,8490;-11,9322;11,3692
38,1048;5,6225;-19,8737;31,1684;-7,8863;13,3467;9,5635;-1,4651;15,5520;-18,1859;11,6619;-11,2604;11,2144
37,2631;4,4350;-20,7339;30,8608;-6,3390;14,0346;10,2685;-2,3419;13,1596;-16,8263;10,2681;-10,4168;10,8704
36,2677;3,0584;-21,6253;30,1726;-4,7917;14,7398;10,7844;-3,0300;10,5605;-15,2948;9,0808;-9,3689;10,5264
34,8912;1,6819;-22,1414;29,5026;-3,2609;15,2558;11,3004;-3,7181;8,1679;-13,5757;7,7043;-8,5253;10,1823
33,5329;0,3053;-22,6730;28,6424;-1,5252;15,7891;11,8335;-4,4063;5,5859;-11,8726;6,3447;-7,4936;9,8554
32,0208;-1,0712;-23,0325;27,8183;0,0055;16,1331;12,1775;-5,0944;3,0040;-9,9817;4,7791;-6,4783;9,3393
30,1277;-2,4478;-23,2045;26,6318;1,7414;16,4945;12,5214;-5,7826;0,4221;-8,0907;3,4194;-5,2583;8,8404
28,2527;-3,8243;-23,3920;25,2553;3,2719;16,6665;12,8827;-6,4707;-2,1599;-6,1997;1,8707;-4,2431;8,1522
26,2055;-5,2173;-23,4075;23,8966;5,0079;16,8560;13,0547;-7,1751;-4,7418;-4,3088;0,3053;-3,0395;7,4641
23,9680;-6,4217;-23,2510;22,3657;6,5552;16,8560;13,2440;-7,6912;-7,3400;-2,4343;-1,0546;-1,8359;6,7760
21,7661;-7,6261;-22,9225;20,6625;8,1025;16,8735;13,2267;-8,2073;-9,7336;-0,3550;-2,6199;-0,6157;6,0878
19,1841;-8,8305;-22,4066;18,7519;9,6669;16,7015;13,4333;-8,7396;-12,3476;1,5193;-3,9799;0,3993;5,4166
16,6022;-10,0350;-21,9062;17,0660;11,0424;16,5470;13,2440;-9,0674;-14,5691;3,5989;-5,5450;1,6029;4,5564
14,0376;-11,2555;-21,2339;15,0008;12,4178;16,2029;13,2613;-9,5997;-16,9946;5,4898;-6,9216;2,8065;3,6793
11,2834;-12,2878;-20,3742;12,9356;13,8106;15,8763;13,1066;-9,9598;-19,2478;7,3808;-8,2981;4,0100;3,0080
8,5292;-13,3361;-19,5300;10,8875;15,0142;15,3603;12,7453;-10,1157;-21,3286;9,2718;-9,6908;5,2305;2,1478
5,7920;-14,1963;-18,5141;8,6501;16,2178;14,8616;12,6078;-10,4759;-23,2216;11,1799;-10,8953;6,2622;1,3043
2,8655;-15,0724;-17,3263;6,4126;17,4564;14,1734;12,0745;-10,6640;-25,1301;12,8991;-12,0997;7,2939;0,2553
-0,0777;-15,7606;-15,9350;4,1752;18,3162;13,4853;11,7477;-10,6479;-26,8662;14,6356;-13,3201;8,3256;-0,6049
-2,8319;-16,4645;-14,7632;1,9545;19,1760;12,8145;11,2316;-10,8360;-28,4302;16,1829;-14,3683;9,3744;-1,4651
-5,5697;-16,9806;-13,2159;-0,4719;20,0534;11,9542;10,7327;-10,8521;-29,8219;17,7302;-15,2127;10,2342;-2,3253
-8,5287;-17,5125;-11,6686;-2,7093;20,7413;11,1112;10,0275;-10,6640;-31,0414;19,3127;-16,2767;11,0940;-3,1855
-11,0945;-17,8565;-10,1213;-4,9468;21,4646;10,0618;9,5285;-10,6801;-32,0888;20,5163;-16,9648;11,9710;-4,0622
-13,8647;-18,2163;-8,5902;-7,1842;21,8085;9,2187;8,8575;-10,5081;-32,9640;21,7376;-17,6529;12,6589;-4,7339
-16,4624;-18,4040;-6,8711;-9,4379;22,1525;8,2034;7,9802;-10,3523;-33,6671;22,7693;-18,3568;13,3640;-5,6105
-18,8721;-18,4040;-5,1519;-11,5031;22,5320;6,9820;7,3091;-10,0083;-34,1981;23,8188;-18,8886;13,8800;-6,2987
-21,2974;-18,4040;-3,4492;-13,5683;22,5320;5,9666;6,4489;-9,6643;-34,5571;24,6965;-19,2326;14,3959;-6,9868
-23,5349;-18,4355;-1,5417;-15,6495;22,5498;4,7622;5,5886;-9,3204;-34,7589;25,4022;-19,5923;14,9292;-7,6749
-25,8030;-18,0915;0,1774;-17,5583;22,3778;3,5410;4,7284;-8,9926;-34,5869;25,9361;-19,7800;15,2906;-8,3793
-27,7114;-17,7475;1,8798;-19,2791;22,2235;2,5254;3,8682;-8,4767;-34,4448;26,2980;-19,7957;15,4626;-8,8954
-29,4322;-17,4193;3,7876;-21,0156;21,8972;1,3210;3,0248;-7,9608;-33,9438;26,4700;-19,6237;15,6346;-9,4115
-31,1833;-16,9034;5,5068;-22,5643;21,3812;0,1166;1,9757;-7,4611;-33,2709;26,6780;-19,4517;15,8240;-9,9437
-32,5749;-16,4033;7,2259;-24,1439;20,9005;-1,0878;1,1322;-6,7569;-32,4262;26,5060;-19,3111;15,8414;-10,2877
-33,7793;-15,7313;8,9621;-25,3483;20,0226;-2,2923;0,0833;-6,2573;-31,4096;26,3519;-18,7951;15,6694;-10,6318
-35,0135;-14,8715;10,4923;-26,5681;19,3697;-3,5132;-0,7769;-5,5695;-30,2211;26,0259;-18,2792;15,5149;-10,9919
