"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8";"Position (mm) Run #9";"Position (mm) Run #10";"Position (mm) Run #11";"Position (mm) Run #12";"Position (mm) Run #13"
-30,0643;17,7686;-19,8583;22,9056;18,3162;-13,6961;-0,2718;-10,3523;-23,7534;-25,0350;-8,3858;1,2590;9,7526
-28,5322;17,2525;-19,0142;24,2811;19,1760;-14,4161;0,7766;-10,0083;-25,4896;-25,9259;-7,0104;2,4794;10,2857
-26,8284;16,7539;-17,9825;25,6565;20,0534;-14,7443;1,6196;-9,6643;-27,0383;-26,4420;-5,6349;3,4942;10,6125
-24,9528;16,0658;-16,9666;27,0680;20,7589;-15,2762;2,6681;-9,3204;-28,6022;-26,9734;-4,2759;4,7147;11,1628
-22,9056;15,3951;-15,7630;28,1177;21,2749;-15,6361;3,5110;-8,9926;-30,0091;-27,3327;-2,7121;5,7464;11,3176
-20,6710;14,5523;-14,5754;28,9775;21,8085;-15,8081;4,5596;-8,4767;-31,0414;-27,5200;-1,3532;6,7781;11,6788
-18,4522;13,5026;-13,2159;29,8554;22,1702;-15,9960;5,4194;-7,9608;-32,0888;-27,5353;0,2107;7,8098;11,8508
-16,0459;12,6770;-11,6525;30,5615;22,3422;-15,9960;6,2792;-7,4611;-32,9790;-27,3633;1,5694;8,8585;12,0400
-13,6555;11,4553;-10,2932;31,1138;22,5320;-16,0118;7,1560;-6,7569;-33,4951;-27,2219;3,1335;9,7183;12,0400
-11,0935;10,4402;-8,7621;31,2858;22,5498;-15,8399;7,8268;-6,2573;-34,0411;-26,7059;4,5090;10,5781;12,0573
-8,3275;9,2358;-7,0267;31,4760;22,3955;-15,6837;8,7037;-5,5695;-34,2280;-26,2054;5,8844;11,4379;11,8680
-5,7658;8,0314;-5,4957;31,4942;22,0515;-15,3398;9,3915;-4,8980;-34,2429;-25,5482;7,2599;12,3322;11,9025
-3,0160;6,8439;-3,7766;31,3404;21,7075;-15,0117;10,0965;-4,0218;-34,0859;-24,5011;8,6353;12,8308;11,5412
-0,2662;5,4505;-2,0575;31,0146;21,3989;-14,4958;10,5953;-3,3339;-33,7569;-23,6723;10,0279;13,5360;11,4037
2,4836;4,2629;-0,3383;30,5349;20,7107;-13,9799;11,3004;-2,6626;-33,2559;-22,4842;11,2315;14,0519;10,8704
5,2334;2,8864;1,3808;29,6747;20,0403;-13,4799;11,8335;-1,8028;-32,5831;-21,1088;12,4524;14,5852;10,5435
8,0003;1,5098;3,1000;28,8145;19,1800;-12,8080;12,1775;-0,9264;-31,7534;-19,7490;13,4841;14,9292;10,0275
10,5612;0,1333;4,8360;27,9903;18,3374;-11,9322;12,5214;-0,2552;-30,5499;-18,2017;14,5157;15,2906;9,5114
13,3456;-1,2433;6,3663;26,8039;17,3051;-11,2604;12,8654;0,6213;-29,3615;-16,6702;15,5823;15,4800;9,0124
15,7345;-2,6364;8,1025;25,4274;16,2902;-10,4168;13,2267;1,2924;-28,0012;-14,9510;16,2527;15,4800;8,3243
18,3301;-3,8243;9,6498;24,0687;15,0858;-9,3851;13,4160;2,1690;-26,4693;-13,2479;17,1300;15,4800;7,6361
20,7541;-5,2009;11,2143;22,5378;13,8988;-8,3534;13,3987;2,8400;-24,7655;-11,3569;17,8354;15,4974;6,9650
23,0064;-6,5938;12,5898;20,8169;12,5222;-7,3217;13,6053;3,7167;-22,8901;-9,4821;18,3513;15,3254;6,0878
25,0692;-7,7982;13,9652;19,1137;11,1457;-6,2900;13,4160;4,4045;-20,8273;-7,4031;18,8848;15,1708;5,4166
27,1499;-9,0188;15,3581;17,2381;9,7863;-5,2747;13,4333;5,0924;-18,7802;-5,5285;19,2464;14,8442;4,5564
29,0590;-10,0350;16,5617;15,1729;8,2376;-4,0711;13,2613;5,7802;-16,5457;-3,4657;19,4184;14,3281;3,6962
30,8145;-11,2555;17,7828;13,1077;6,6889;-2,8675;13,1066;6,4681;-14,3271;-1,4030;19,6080;13,8120;2,8360
32,1899;-12,3038;18,8320;11,0596;5,1402;-1,6640;12,7626;7,1730;-11,9207;0,6598;19,6080;13,3133;1,9925
33,5837;-13,1640;19,6918;8,8222;3,6083;-0,4438;12,4358;7,6719;-9,5144;2,7226;19,6256;12,6251;0,9435
34,8057;-14,0243;20,5693;6,5847;1,8707;0,5546;11,9197;8,3768;-7,1244;4,7853;19,4712;11,9370;0,0833
35,8558;-14,8845;21,2749;4,3473;0,3220;1,9635;11,4037;8,8927;-4,5463;6,8651;19,1448;11,2661;-0,7769
36,7525;-15,7764;21,7908;2,1098;-1,2101;2,9784;10,8876;9,4258;-1,9683;8,7390;18,6287;10,4230;-1,6206
37,2685;-16,2925;22,3245;-0,1276;-2,9475;4,1820;10,3887;9,7697;0,6098;10,8361;18,1127;9,3736;-2,6694
37,8215;-16,8086;22,6862;-2,3651;-4,4962;5,4025;9,7005;10,1137;3,1879;12,5380;17,6141;8,5305;-3,5296
38,0120;-17,3404;22,8760;-4,6025;-6,0449;6,4172;9,0124;10,4577;5,7829;14,4463;16,9435;7,4981;-4,4063
38,0306;-17,6845;22,8760;-6,8400;-7,5936;7,6378;8,3413;10,8188;8,1721;16,1829;16,0833;6,4658;-5,0780
37,8956;-18,0443;22,8938;-9,0937;-9,1585;8,6695;7,4811;10,9908;10,7845;17,7302;15,2405;5,4505;-5,9546
37,3796;-18,2320;22,7396;-11,1589;-10,5350;9,7183;6,6209;11,1628;13,0018;19,2951;14,2082;4,2292;-6,6264
36,9005;-18,2320;22,3955;-13,2241;-11,9276;10,5781;5,7607;11,3520;15,4255;20,6705;13,1932;3,2137;-7,5192
36,0587;-18,2477;22,0870;-15,3053;-13,1320;11,4379;4,9005;11,3520;17,6601;22,0815;11,9887;2,0093;-8,0190
35,0448;-18,0757;21,3989;-17,1983;-14,3365;12,2977;4,0571;11,3520;19,9299;23,0954;10,7843;0,7881;-8,7234
33,8587;-17,9195;20,7107;-19,1228;-15,5568;13,1748;3,0080;11,3692;21,8031;24,3347;9,5970;-0,2275;-9,2394
32,4822;-17,5755;20,0403;-20,6558;-16,5891;13,8626;2,1645;11,1972;23,9016;25,2124;8,2205;-1,4320;-9,7555
31,1603;-17,2474;19,1977;-22,4078;-17,6372;14,5679;1,1155;11,0252;25,6386;25,9002;6,8439;-2,6529;-10,2877
29,2491;-16,7314;18,1829;-23,7843;-18,5131;15,0838;0,2720;10,8704;27,1859;26,6240;5,4674;-3,6687;-10,6318
27,5643;-16,2314;16,9785;-25,1763;-19,2012;15,6171;-0,7769;10,5264;28,7513;26,9680;4,1077;-4,8896;-10,9758
25,4991;-15,5594;15,7741;-26,3960;-19,9050;15,9611;-1,6206;10,1823;30,1631;27,3300;2,5422;-5,9219;-11,3359
23,4517;-14,6996;14,5870;-27,4436;-20,4211;16,3225;-2,6694;9,8554;31,1947;27,5200;1,1824;-6,9542;-11,5240
21,2320;-13,8398;13,2278;-28,3191;-20,9528;16,4945;-3,5296;9,3222;32,2447;27,5380;-0,3830;-8,0028;-11,5079
18,8399;-12,9960;11,6791;-29,0224;-21,3124;16,6665;-4,3898;8,9953;33,1411;27,3840;-1,7429;-8,8468;-11,6960
16,2405;-11,9643;10,1304;-29,5537;-21,5000;16,8560;-5,2501;8,4963;33,6570;27,0580;-3,3081;-9,9114;-11,7121
13,8655;-10,9326;8,5817;-29,8977;-21,5000;16,8735;-6,1103;7,7911;34,2096;26,5419;-4,6847;-10,5834;-11,5401
11,0941;-9,9171;7,0500;-30,2720;-21,5156;16,7015;-6,9705;7,2921;34,4000;26,0618;-6,0612;-11,4597;-11,3681
8,5292;-8,7135;5,3292;-30,2871;-21,3436;16,5470;-7,8470;6,6039;34,4184;25,2015;-7,4378;-12,1478;-11,2122
5,7750;-7,5099;3,5915;-30,1151;-21,2028;16,2029;-8,5351;5,9158;34,2647;24,3592;-8,8305;-12,8520;-10,8682
3,0208;-6,3227;2,0595;-29,9735;-20,6868;15,8589;-9,2394;5,2276;33,9390;23,3447;-10,0350;-13,3681;-10,5242
0,2666;-4,9472;0,3387;-29,4575;-20,1709;15,5323;-9,7393;4,5395;33,4413;22,1581;-11,2394;-13,9001;-10,1964
-2,5041;-3,5553;-1,3822;-28,9720;-19,6707;15,0336;-10,4436;3,8682;32,7714;20,7815;-12,4598;-14,2441;-9,6805
-5,0697;-2,3682;-3,1031;-28,1122;-18,9985;14,3455;-10,9758;2,9912;31,9477;19,4226;-13,4922;-14,6041;-9,1646
-7,8401;-0,9928;-4,8239;-27,2677;-18,1387;13,6573;-11,3037;2,3198;30,7433;17,8739;-14,5404;-14,7761;-8,6649
-10,4221;0,3827;-6,5611;-26,2667;-17,2947;12,9865;-11,8519;1,4596;29,5570;16,3427;-15,4006;-14,9640;-7,9770
-13,0200;1,7581;-8,1098;-24,8912;-16,2788;12,1263;-12,0079;0,5827;28,1985;14,6392;-16,2767;-14,9640;-7,2891
-15,4297;3,1504;-9,6585;-23,5158;-15,0753;11,2661;-12,3680;-0,0888;26,6678;12,7462;-16,9806;-14,9799;-6,6176
-17,8394;4,3371;-11,2233;-22,1714;-13,8717;10,4230;-12,5400;-0,9656;24,9649;10,8531;-17,4809;-14,8079;-5,7578
-20,2804;5,7294;-12,5998;-20,4523;-12,6841;9,3907;-12,7120;-1,6372;23,0718;8,9601;-18,2005;-14,6518;-4,8816
-22,3456;6,9160;-13,9924;-18,7331;-11,3087;8,3584;-12,9160;-2,5139;21,2142;7,0840;-18,5446;-14,3079;-4,2102
-24,4263;8,3256;-15,1968;-17,0456;-9,9332;7,3431;-12,7280;-3,1855;18,9768;5,0188;-18,9043;-13,9799;-3,3504
-26,3347;9,3402;-16,4170;-14,9669;-8,5740;6,1217;-12,7440;-4,0622;16,7393;2,9536;-19,0920;-13,4639;-2,5071
-28,0708;10,5609;-17,4493;-13,1079;-7,0267;5,1063;-12,5720;-4,7504;14,5193;0,8883;-19,0920;-12,9640;-1,4589
-29,6347;11,5926;-18,4816;-10,8573;-5,4794;3,9019;-12,4161;-5,4385;12,1096;-1,1769;-19,0920;-12,2761;-0,5991
-31,0112;12,6243;-19,5453;-8,8107;-3,9321;2,6975;-12,0721;-6,1430;9,6999;-3,2422;-19,1234;-11,6043;0,2607
-32,4178;13,6733;-20,2334;-6,5762;-2,4013;1,4931;-11,7281;-6,6427;7,3072;-5,3238;-18,7794;-10,7285;1,1038
-33,4651;14,5331;-20,9372;-4,3416;-0,6655;0,2886;-11,4002;-7,3472;4,7253;-7,2005;-18,4512;-10,0729;2,1522
-34,3403;15,4103;-21,4688;-2,1071;0,8651;-0,9158;-10,8843;-7,8632;2,1434;-9,2820;-17,9353;-9,0250;3,0120
-35,0582;16,0982;-21,8129;0,1275;2,6010;-2,1202;-10,3684;-8,3793;-0,4386;-11,1750;-17,4351;-8,1814;3,8718
-35,4022;16,8035;-22,1725;2,3453;4,1483;-3,3411;-9,8686;-8,9116;-3,0370;-13,0840;-16,7472;-7,1498;4,7485
-35,7760;17,3195;-22,3600;4,7853;5,6956;-4,3570;-9,1808;-9,2556;-5,4303;-14,8049;-16,0752;-6,1181;5,4194
-35,7909;17,8529;-22,3755;6,8311;7,2429;-5,5778;-8,4929;-9,5997;-8,0285;-16,5416;-15,2313;-5,1028;6,2961
-35,6337;18,2144;-22,2035;9,0657;8,8073;-6,6101;-7,8213;-9,9437;-10,4382;-18,0903;-14,1996;-3,8827;6,9840
-35,3047;18,3864;-22,0471;11,3174;10,1827;-7,6424;-6,9452;-10,3039;-12,8639;-19,6547;-13,1679;-2,8675;7,6719
-34,8036;18,5584;-21,7187;13,3802;11,5582;-8,6747;-6,2737;-10,4759;-15,1014;-21,0468;-12,1523;-1,6640;8,3597
-34,1457;18,7656;-21,2028;15,4604;12,9336;-9,7232;-5,4139;-10,6640;-17,3388;-22,2512;-10,9487;-0,4438;9,0647
-33,1140;18,5760;-20,7181;17,3513;14,3264;-10,5834;-4,5541;-10,6640;-19,5920;-23,4711;-9,7613;0,5713;9,5806
-32,1124;18,6112;-19,8583;19,2599;15,5474;-11,4436;-3,7108;-10,6640;-21,6728;-24,5189;-8,3858;1,7748;10,0965
-30,7520;18,2496;-18,9985;20,9967;16,5791;-12,3199;-2,6626;-10,6640;-23,5813;-25,3945;-7,0104;2,9952;10,6296
-29,2047;18,1127;-18,1545;22,5440;17,6108;-13,0080;-1,8194;-10,6801;-25,3022;-26,0980;-5,6349;4,0100;10,9736
-27,6879;17,5966;-17,1385;24,1092;18,6601;-13,7121;-0,7711;-10,5081;-27,0536;-26,6140;-4,2595;5,2305;11,3348
-25,7970;17,0805;-15,9350;25,4846;19,5375;-14,2282;0,0721;-10,3523;-28,4302;-27,1607;-2,9005;6,2622;11,5068
-23,9369;16,5819;-14,7473;26,8960;20,2254;-14,7443;1,1205;-9,9921;-29,8219;-27,3327;-1,3532;7,2939;11,6788
-21,6868;15,9112;-13,3718;27,9277;20,9309;-15,2762;1,9803;-9,8525;-31,0565;-27,5200;0,2107;8,3256;11,8680
-19,6553;15,0510;-12,0124;28,9956;21,4646;-15,6361;2,8233;-9,3204;-31,9167;-27,5353;1,5694;9,3744;11,8680
-17,2490;14,1908;-10,4651;29,6835;21,8085;-15,8081;3,8718;-8,9926;-32,8070;-27,3786;3,1335;10,2342;11,8680
-14,8586;13,3479;-8,9178;30,3895;22,1702;-15,9801;4,7316;-8,4767;-33,3230;-27,0499;4,5090;11,0940;11,8852
-12,2805;12,3156;-7,3868;30,9236;22,3600;-16,1680;5,5914;-7,9608;-33,8690;-26,5493;5,8844;11,9710;11,7132
-9,7025;11,2833;-5,6677;31,3040;22,3600;-16,1838;6,4511;-7,4448;-34,0411;-25,8768;7,2599;12,6761;11,5585
-7,1407;10,2681;-3,9321;31,3040;22,3778;-16,0118;7,3279;-6,9452;-34,2429;-25,0170;8,6353;13,1748;11,2144
-4,3909;9,0637;-2,4013;31,3222;22,2235;-15,8557;8,0158;-6,2573;-34,0859;-24,1726;10,0279;13,8800;10,8704
-1,6411;7,8593;-0,6822;31,1684;21,8795;-15,5117;8,7037;-5,5695;-33,7569;-23,1564;11,2315;14,4133;10,5435
1,1087;6,6719;1,0370;30,8426;21,5532;-15,1678;9,3915;-4,8816;-33,2559;-21,9684;12,4524;14,7572;10,0275
3,8753;5,2953;2,7561;30,3447;21,0548;-14,8397;10,0794;-4,1938;-32,5981;-20,5930;13,4841;15,1186;9,5285
6,4365;3,9019;4,4753;29,6747;20,3667;-14,3397;10,7844;-3,5224;-31,5664;-19,2489;14,5157;15,2906;8,8233
9,1863;2,7143;6,2114;28,8325;19,6962;-13,6519;11,3004;-2,6461;-30,5499;-17,5140;15,5649;15,4626;8,3243
11,9533;1,3377;7,7416;27,8002;18,8536;-12,9640;11,8335;-1,9748;-29,3615;-15,9825;16,4421;15,6520;7,6361
14,5487;-0,0388;9,4779;26,8039;17,8212;-12,2922;12,1775;-1,0984;-28,0012;-14,2793;17,1300;15,6694;6,9650
16,9550;-1,4154;11,0424;25,4274;16,7889;-11,4324;12,5214;-0,4271;-26,4693;-12,3883;17,8354;15,4974;6,0878
19,3614;-2,8084;12,4006;24,0687;15,7741;-10,5726;12,8827;0,4326;-24,7655;-10,4974;18,3513;15,3428;5,4166
21,8031;-3,9964;13,9826;22,5378;14,5870;-9,7290;13,0547;1,3091;-22,8901;-8,6226;18,8848;14,9988;4,5564
23,8659;-5,3893;15,1687;20,8169;13,1932;-8,6973;13,2440;1,9803;-20,8273;-6,5599;19,2464;14,6721;3,6962
25,9286;-6,5774;16,5791;19,1137;12,0233;-7,6656;13,2440;2,8568;-18,7645;-4,4807;19,4184;14,1561;2,8360
28,0275;-7,9702;17,6108;17,2206;10,4574;-6,6339;13,2440;3,5279;-16,7334;-2,6062;19,6080;13,6400;1,9925
29,7648;-9,1909;18,6425;15,3450;9,0979;-5,6186;13,2613;4,4045;-14,3271;-0,5601;19,6080;13,1412;0,9435
31,3121;-10,2070;19,6918;13,2798;7,5492;-4,4150;13,0893;5,0924;-11,9207;1,7079;19,6256;12,4704;0,0833
32,8959;-11,4436;20,5693;11,2317;6,0005;-3,2114;12,9173;5,7802;-9,5144;3,5821;19,4712;11,5929;-0,7769
34,0995;-12,2878;21,2572;8,9943;4,4518;-2,0078;12,7626;6,4681;-7,1244;5,6448;19,1272;10,9220;-1,6206
35,3399;-13,3361;21,9805;6,7568;2,9200;-0,8043;12,4185;7,1730;-4,5463;7,7246;18,8184;10,0789;-2,6694
36,2182;-14,1963;22,3067;4,5194;1,1824;0,3993;12,0918;7,6719;-1,9683;9,6156;18,1127;9,0466;-3,5296
36,9245;-15,0724;22,8582;2,2819;-0,3663;1,6196;11,5757;8,3768;0,6265;11,5065;17,6141;8,0143;-4,4063
37,4590;-15,7606;23,0302;0,0445;-1,8985;2,6345;11,0596;8,9098;3,0160;13,4148;16,9435;6,9820;-5,0780
37,8400;-16,4645;23,2378;-2,1930;-3,6358;3,8381;10,5607;9,2367;5,5941;15,1339;16,0833;5,9497;-5,9546
37,8400;-16,9806;23,0658;-4,4304;-5,1845;5,0417;9,8554;9,7697;8,1892;16,8706;15,2405;4,9343;-6,6264
37,8771;-17,5125;22,8938;-6,6679;-6,7495;6,2622;9,3565;10,1137;10,5955;18,4179;14,2082;3,7130;-7,5192
37,5516;-17,8722;22,7396;-8,9216;-8,1098;7,2939;8,6854;10,4577;13,0018;19,9828;13,1932;2,6975;-8,0190
37,0540;-18,0443;22,4311;-10,9707;-9,6747;8,3256;7,8082;10,8188;15,4255;21,3760;11,9887;1,4931;-8,7071
36,3843;-18,2163;21,7252;-13,2401;-11,0512;9,3573;7,1370;10,9908;17,6776;22,5973;10,7843;0,2720;-9,4115
35,5610;-18,4040;21,2446;-15,1332;-12,4438;10,4062;6,2768;11,1628;19,7404;23,6290;9,5970;-0,7437;-9,9437
34,3566;-18,4197;20,3843;-17,0262;-13,6482;11,2659;5,4166;11,3348;21,8209;24,6786;8,2205;-1,9481;-10,2877
33,1705;-18,2477;19,5418;-18,9507;-14,8527;12,1257;4,5733;11,5240;23,7296;25,5563;6,8439;-3,1691;-10,6318
31,8304;-18,0915;18,5095;-20,4837;-16,0888;13,0028;3,5241;11,5412;25,4488;26,2621;5,4843;-4,1849;-10,9758
30,1096;-17,7633;17,4947;-22,2357;-16,9332;13,6907;2,6639;11,3520;27,1859;26,7960;3,9188;-5,4057;-11,3359
28,4249;-17,2474;16,2902;-23,6122;-17,9812;14,3959;1,8204;11,3692;28,7694;27,1400;2,5590;-6,4380;-11,5079
26,3596;-16,7314;15,1032;-25,0042;-18,8572;14,9118;0,7881;11,2144;29,9730;27,5200;0,9936;-7,4866;-11,6960
24,2944;-16,2314;13,7440;-26,2240;-19,5610;15,4277;-0,2608;10,8532;31,1947;27,5200;-0,3663;-8,3306;-11,6960
22,2647;-15,5594;12,1781;-27,2716;-20,0771;15,9611;-1,1210;10,6984;32,2629;27,5561;-1,9316;-9,3791;-11,7121
19,8550;-14,6996;10,8187;-28,1318;-20,6088;16,3225;-1,9647;10,3543;32,9508;27,2120;-3,2916;-10,2555;-11,5240
17,4453;-13,8398;9,2871;-29,0224;-20,9528;16,4945;-3,0135;10,0275;33,6753;26,8860;-4,8567;-10,9275;-11,5561
15,0530;-12,9960;7,5492;-29,5537;-21,3124;16,6665;-3,8737;9,4942;34,0193;26,3879;-6,2333;-11,8038;-11,1961
12,4884;-11,9643;6,0175;-29,8977;-21,5000;16,8560;-4,7339;9,1673;34,4000;25,7177;-7,6261;-12,5079;-11,0402
9,7170;-10,9487;4,2966;-30,2720;-21,5156;16,8735;-5,5942;8,6512;34,4184;24,8754;-8,8143;-13,0240;-10,7123
7,1521;-9,7290;2,5758;-30,2871;-21,3436;16,7015;-6,4544;8,1522;34,2647;23,8431;-10,2070;-13,5401;-10,1964
4,3979;-8,7135;0,8549;-30,1151;-21,1872;16,5295;-7,3309;7,4641;33,9390;22,8285;-11,4114;-14,0721;-9,6805
1,6437;-7,5262;-0,8659;-29,9583;-20,8432;16,3749;-8,0190;6,7590;33,4413;21,6419;-12,6319;-14,4321;-9,1646
-1,1105;-6,1344;-2,5868;-29,6447;-20,5149;16,0484;-8,7071;6,2599;32,7714;20,2830;-13,6642;-14,6041;-8,6649
-3,8812;-4,9472;-4,3241;-28,9568;-20,0146;15,5323;-9,3953;5,5886;31,9295;18,7343;-14,7124;-14,7761;-7,9770
-6,4468;-3,5718;-5,8564;-28,2994;-19,3424;15,0162;-10,0996;4,7115;30,9336;17,1856;-15,5726;-14,9640;-7,2891
-9,2172;-2,1963;-7,5936;-27,2677;-18,4826;14,5175;-10,6156;4,0234;29,5570;15,6718;-16,4487;-14,9799;-6,6176
-11,7991;-0,8043;-9,1423;-26,2514;-17,6228;13,8294;-11,1478;3,3521;28,1985;13,7614;-17,1526;-14,8079;-5,7578
-14,3970;0,3827;-10,6910;-25,0478;-16,7789;13,1585;-11,4918;2,4751;26,6678;12,0578;-17,6529;-14,6359;-4,8816
-16,8067;1,7581;-12,2557;-23,8751;-15,7630;12,2983;-11,8359;1,8037;24,9649;10,1819;-18,3725;-14,4799;-4,2102
-19,2321;3,1335;-13,6482;-22,3278;-14,5595;11,4381;-12,1799;0,9435;23,0718;8,0996;-18,7166;-14,1518;-3,3504
-21,4851;4,5259;-14,8527;-20,7961;-13,3718;10,5951;-12,5400;0,0666;21,1965;6,2235;-19,0763;-13,6359;-2,5071
-23,5658;5,7125;-16,0571;-19,0926;-11,9964;9,5628;-12,7120;-0,6049;19,1489;4,1583;-19,2483;-13,1200;-1,4589
-25,4589;7,1050;-17,2773;-17,2017;-10,6209;8,5305;-12,9000;-1,4651;16,9114;2,0931;-19,4517;-12,6201;-0,5991
-27,3672;8,3085;-18,3096;-15,3107;-9,2617;7,4981;-12,9000;-2,3419;14,6914;0,0278;-19,2640;-11,9322;0,2440
-29,1185;9,5292;-19,3733;-13,4517;-7,6981;6,4828;-12,9160;-3,0300;12,2817;-2,0374;-19,2954;-11,2604;1,2924
-30,4950;10,5438;-20,0614;-11,2011;-6,3390;5,2784;-12,7440;-3,7017;9,8892;-4,1027;-18,9514;-10,4006;2,1522
-31,8866;11,7646;-20,7496;-9,1545;-4,7917;4,0740;-12,5720;-4,5783;7,2902;-6,1843;-18,6232;-9,5409;3,0120
-33,1060;12,8135;-21,4688;-6,9199;-3,2609;2,8528;-12,4161;-5,2665;4,8974;-8,0773;-18,1072;-8,6973;3,8718
-34,1682;13,6733;-21,8129;-4,6854;-1,5252;1,8539;-12,0721;-5,9709;2,3155;-9,9703;-17,6071;-7,6656;4,7316
-34,8713;14,5331;-22,1569;-2,4509;0,0055;0,4440;-11,7442;-6,4707;-0,2665;-11,8634;-16,9192;-6,6339;5,6083
-35,3874;15,4103;-22,5320;-0,2163;1,7414;-0,5717;-11,2122;-7,1751;-2,8484;-13,7724;-16,2472;-5,6022;6,2792
-35,9331;16,0982;-22,5320;2,0182;3,2887;-1,7761;-10,8843;-7,6912;-5,4467;-15,4933;-15,3874;-4,5869;7,1560
-36,1348;16,8035;-22,5630;4,2528;4,8360;-2,9805;-10,3845;-8,2073;-7,8401;-17,2299;-14,5435;-3,3669;7,8438
-35,9629;17,3195;-22,2035;6,4873;6,3833;-4,1849;-9,6967;-8,7234;-10,4382;-18,7943;-13,5278;-2,3517;8,5488
-35,8057;17,8529;-22,0626;8,7219;7,9306;-5,4057;-9,0088;-9,2556;-12,8639;-20,1709;-12,3242;-1,1481;9,0476
-35,4915;18,2144;-21,5467;10,9736;9,4950;-6,4380;-8,3209;-9,5997;-15,1014;-21,5630;-11,1207;0,0554;9,7526
-34,8185;18,3864;-21,0464;13,0364;10,8705;-7,4703;-7,6493;-9,9598;-17,3388;-22,7829;-9,9171;1,2757;10,2857
-33,9737;18,5584;-20,3742;15,1165;12,2459;-8,5027;-6,7732;-10,1319;-19,6076;-23,8152;-8,7297;2,2907;10,6296
-32,9570;18,7480;-19,5144;17,0075;13,6387;-9,5511;-6,1017;-10,3039;-21,5007;-24,8784;-7,3543;3,4942;10,9736
-31,7685;18,7656;-18,6703;18,9160;14,8423;-10,4114;-5,2419;-10,4759;-23,3937;-25,5665;-5,9951;4,7147;11,3176
-30,4082;18,5936;-17,6544;20,6529;16,0633;-11,2716;-4,3986;-10,6640;-25,3175;-26,2700;-4,4314;5,7464;11,6788
-28,8761;18,4391;-16,4508;22,2002;17,0950;-12,1318;-3,3504;-10,6640;-26,8662;-26,8014;-3,0725;6,7781;11,8508
-27,1722;18,1127;-15,2631;23,7475;18,1442;-13,0080;-2,5071;-10,6640;-28,4302;-27,1607;-1,5086;7,8098;12,0400
-25,2966;17,5966;-13,8876;25,3306;19,0040;-13,7121;-1,4589;-10,6801;-29,8371;-27,3327;-0,1498;8,8585;12,0400
-23,2339;17,0805;-12,5122;26,5342;19,8814;-14,2282;-0,5991;-10,5081;-30,8694;-27,5353;1,4142;9,7183;12,0573
-21,1867;16,5819;-11,1528;27,7738;20,5870;-14,7602;0,2440;-10,3361;-31,9167;-27,3786;2,7729;10,5781;11,8852
-18,9678;15,9112;-9,6055;28,6336;21,1029;-15,0883;1,2924;-10,1803;-32,8070;-27,0346;4,3371;11,4379;11,7132
-16,5773;15,0510;-8,0745;29,5115;21,6365;-15,6361;2,1355;-9,8363;-33,3230;-26,7059;5,7125;12,3322;11,5585
-13,9992;14,1908;-6,3390;30,2175;21,9805;-15,8081;3,1840;-9,4923;-33,8690;-26,2054;7,0880;12,8308;11,2144
-11,4212;13,3479;-4,8081;30,7516;22,3600;-15,9801;4,0437;-9,1646;-34,0411;-25,5329;8,4805;13,5360;10,8704
-8,8431;12,3156;-3,0890;31,1138;22,3600;-16,1680;4,9035;-8,6324;-34,2429;-24,6885;9,6669;14,0519;10,5435
-6,2814;11,2833;-1,3698;31,3040;22,3600;-16,1838;5,7633;-8,3047;-34,0859;-23,6723;11,0596;14,5852;10,0275
-3,5316;10,2681;0,3493;31,3222;22,3955;-16,0118;6,6231;-7,8050;-33,7569;-22,4687;12,2804;14,9292;9,5285
-0,7818;9,0637;2,0685;31,1684;22,0515;-15,8399;7,4999;-7,1009;-33,2559;-21,2807;13,3121;15,2906;8,8233
1,9680;7,8593;3,7876;30,8426;21,7075;-15,6837;8,1878;-6,6013;-32,5831;-19,9209;14,3612;15,4626;8,3243
4,7347;6,6719;5,5237;30,3447;21,3989;-15,3556;8,8756;-5,9134;-31,7534;-18,3736;15,2209;15,6520;7,6532
7,2958;5,2953;7,0540;29,6747;20,7107;-14,8397;9,5635;-5,2256;-30,5499;-16,8421;16,0807;15,6694;6,7760
10,0627;3,9019;8,7902;28,8145;20,0226;-14,3238;10,2685;-4,5377;-29,3615;-15,1229;16,9580;15,4800;6,1048
12,6408;2,7143;10,3375;27,9903;19,3521;-13,8238;10,7844;-3,8498;-28,0012;-13,4198;17,6634;15,5149;5,2446
15,2362;1,3377;11,9020;26,7859;18,5095;-13,1360;11,3004;-3,1785;-26,4693;-11,5288;18,1793;15,1708;4,3843
17,6426;-0,0388;13,2775;25,5994;17,4771;-12,4641;11,8335;-2,3187;-24,7501;-9,6540;18,7128;14,8268;3,5241
20,0665;-1,4154;14,6703;24,2408;16,4623;-11,6043;12,1775;-1,4423;-23,0620;-7,5750;19,0744;14,5001;2,6639
22,3011;-2,8084;15,8739;22,7099;15,2579;-10,7446;12,5214;-0,7544;-20,9992;-5,7004;19,2464;13,9840;1,8037
24,5535;-3,9964;17,0775;20,9890;14,0708;-9,9009;12,8827;-0,0832;-18,9521;-3,6376;19,4360;13,4853;0,9435
26,6342;-5,3730;18,3162;19,2858;12,6770;-8,8692;13,0547;0,7766;-16,7176;-1,5749;19,4536;12,7972;0,0999
