"Time (s) Run #1";"Position (mm) Run #1";"Time (s) Run #2";"Position (mm) Run #2";"Time (s) Run #3";"Position (mm) Run #3"
10,990;0,1720;10,990;61,4040;10,990;123,1520
11,000;0,1720;11,000;61,4040;11,000;123,1520
11,010;0,1720;11,010;61,4040;11,010;123,1520
11,020;0,1720;11,020;61,4040;11,020;123,1520
11,030;0,1720;11,030;61,4040;11,030;123,1520
11,040;0,1615;11,040;61,4040;11,040;123,1520
11,050;0,3440;11,050;61,4040;11,050;123,1520
11,060;0,3440;11,060;61,4040;11,060;123,1520
11,070;0,3440;11,070;61,4040;11,070;123,1520
11,080;0,3440;11,080;61,4040;11,080;123,1520
11,090;0,3440;11,090;61,4040;11,090;123,1520
11,100;0,3440;11,100;61,4040;11,100;123,1520
11,110;0,3440;11,110;61,4040;11,110;123,1520
11,120;0,3440;11,120;61,4040;11,120;123,1520
11,130;0,3440;11,130;61,4040;11,130;123,1520
11,140;0,3440;11,140;61,4040;11,140;123,1520
11,150;0,3440;11,150;61,4040;11,150;123,1520
11,160;0,3440;11,160;61,4040;11,160;123,1520
11,170;0,3440;11,170;61,4040;11,170;123,1520
11,180;0,3440;11,180;61,4040;11,180;123,1520
11,190;0,3440;11,190;61,4040;11,190;123,1520
11,200;0,3440;11,200;61,4040;11,200;123,1520
11,210;0,3440;11,210;61,4040;11,210;123,1520
11,220;0,3440;11,220;61,4040;11,220;123,1520
11,230;0,3440;11,230;61,4040;11,230;123,1520
11,240;0,3440;11,240;61,4040;11,240;123,1520
11,250;0,3440;11,250;61,4040;11,250;123,1520
11,260;0,3440;11,260;61,4040;11,260;123,1520
11,270;0,3440;11,270;61,4040;11,270;123,1520
11,280;0,3440;11,280;61,4040;11,280;123,1520
11,290;0,3440;11,290;61,4040;11,290;123,1520
11,300;0,3440;11,300;61,4040;11,300;123,1520
11,310;0,3440;11,310;61,4040;11,310;123,1520
11,320;0,3440;11,320;61,4040;11,320;123,1520
11,330;0,3440;11,330;61,4040;11,330;123,1520
11,340;0,3440;11,340;61,4040;11,340;123,1520
11,350;0,3440;11,350;61,4176;11,350;123,1520
11,360;0,3545;11,360;61,2320;11,360;123,1520
11,370;0,1720;11,370;61,2320;11,370;123,1520
11,380;0,1720;11,380;61,2320;11,380;123,1520
11,390;0,1720;11,390;61,2320;11,390;123,1520
11,400;0,1720;11,400;61,2320;11,400;123,1520
11,410;0,1720;11,410;61,2320;11,410;123,1520
11,420;0,1720;11,420;61,2320;11,420;123,1520
11,430;0,1720;11,430;61,2320;11,430;123,1520
11,440;0,1720;11,440;61,2320;11,440;123,1687
11,450;0,1720;11,450;61,2320;11,450;122,9800
11,460;0,1720;11,460;61,2320;11,460;122,9800
11,470;0,1720;11,470;61,2320;11,470;122,9800
11,480;0,1720;11,480;61,2320;11,480;122,9800
11,490;0,1720;11,490;61,2184;11,490;122,9800
11,500;0,1720;11,500;61,4040;11,500;122,9800
11,510;0,1825;11,510;61,4040;11,510;122,9800
11,520;0,0000;11,520;61,4040;11,520;122,9800
11,530;0,0000;11,530;61,4040;11,530;122,9800
11,540;0,0000;11,540;61,4040;11,540;122,9800
11,550;0,0000;11,550;61,4040;11,550;122,9800
11,560;0,0000;11,560;61,4040;11,560;122,9800
11,570;0,0000;11,570;61,4040;11,570;122,9800
11,580;0,0000;11,580;61,4040;11,580;122,9800
11,590;0,0000;11,590;61,4040;11,590;122,9800
11,600;0,0000;11,600;61,4040;11,600;122,9800
11,610;0,0000;11,610;61,4040;11,610;122,9800
11,620;0,0000;11,620;61,4040;11,620;122,9800
11,630;0,0000;11,630;61,4040;11,630;122,9800
11,640;0,0000;11,640;61,4040;11,640;122,9800
11,650;0,0000;11,650;61,4040;11,650;122,9800
11,660;0,0000;11,660;61,4040;11,660;122,9800
11,670;0,0000;11,670;61,4040;11,670;122,9800
11,680;0,0000;11,680;61,4040;11,680;122,9800
11,690;0,0000;11,690;61,4040;11,690;122,9800
11,700;0,0000;11,700;61,4040;11,700;122,9800
11,710;0,0000;11,710;61,4040;11,710;122,9800
11,720;0,0000;11,720;61,4040;11,720;122,9800
11,730;0,0000;11,730;61,4040;11,730;122,9800
11,740;0,0000;11,740;61,4040;11,740;122,9800
11,750;0,0000;11,750;61,4040;11,750;122,9634
11,760;0,0000;11,760;61,4040;11,760;123,1520
11,770;0,0000;11,770;61,4040;11,770;123,1520
11,780;0,0000;11,780;61,4040;11,780;123,1520
11,790;0,0000;11,790;61,4040;11,790;123,1520
11,800;0,0000;11,800;61,4040;11,800;123,1520
11,810;0,0000;11,810;61,4040;11,810;123,1520
11,820;0,0000;11,820;61,4040;11,820;123,1520
11,830;0,0000;11,830;61,4040;11,830;123,1520
11,840;0,0000;11,840;61,4040;11,840;123,1520
11,850;0,0000;11,850;61,4040;11,850;123,1520
11,860;0,0000;11,860;61,4040;11,860;123,1520
11,870;0,0000;11,870;61,4040;11,870;123,1520
11,880;0,0000;11,880;61,4040;11,880;123,1520
11,890;0,0000;11,890;61,4040;11,890;123,1520
11,900;0,0000;11,900;61,4040;11,900;123,1520
11,910;0,0000;11,910;61,4040;11,910;123,1520
11,920;0,0000;11,920;61,4040;11,920;123,1520
11,930;0,0000;11,930;61,4040;11,930;123,1520
11,940;0,0000;11,940;61,4040;11,940;123,1520
11,950;0,0000;11,950;61,4040;11,950;123,1520
11,960;0,0000;11,960;61,4040;11,960;123,1520
11,970;0,0000;11,970;61,4040;11,970;123,1520
11,980;-0,0105;11,980;61,4040;11,980;123,1520
11,990;0,1720;11,990;61,4040;11,990;123,1520
12,000;0,1720;12,000;61,4040;12,000;123,1520
12,010;0,1720;12,010;61,4040;12,010;123,1520
12,020;0,1720;12,020;61,4040;12,020;123,1520
12,030;0,1720;12,030;61,4040;12,030;123,1520
12,040;0,1720;12,040;61,4040;12,040;123,1520
12,050;0,1720;12,050;61,4040;12,050;123,1520
12,060;0,1720;12,060;61,4040;12,060;123,1520
12,070;0,1720;12,070;61,4040;12,070;123,1520
12,080;0,1720;12,080;61,4040;12,080;123,1520
12,090;0,1720;12,090;61,4040;12,090;123,1520
12,100;0,1720;12,100;61,4040;12,100;123,1520
12,110;0,1720;12,110;61,4040;12,110;123,1520
12,120;0,1720;12,120;61,4176;12,120;123,1520
12,130;0,1720;12,130;61,2320;12,130;123,1520
12,140;0,1720;12,140;61,2320;12,140;123,1520
12,150;0,1615;12,150;61,2320;12,150;123,1520
12,160;0,3440;12,160;61,2320;12,160;123,1520
12,170;0,3440;12,170;61,2320;12,170;123,1520
12,180;0,3440;12,180;61,2320;12,180;123,1520
12,190;0,3440;12,190;61,2320;12,190;123,1520
12,200;0,3440;12,200;61,2320;12,200;123,1520
12,210;0,3440;12,210;61,2320;12,210;123,1520
12,220;0,3440;12,220;61,2320;12,220;123,1520
12,230;0,3440;12,230;61,2320;12,230;123,1520
12,240;0,3440;12,240;61,2320;12,240;123,1520
12,250;0,3440;12,250;61,2320;12,250;123,1520
12,260;0,3440;12,260;61,2320;12,260;123,1520
12,270;0,3440;12,270;61,2320;12,270;123,1520
12,280;0,3440;12,280;61,2320;12,280;123,1520
12,290;0,3440;12,290;61,2320;12,290;123,1520
12,300;0,3440;12,300;61,2320;12,300;123,1520
12,310;0,3440;12,310;61,2456;12,310;123,1520
12,320;0,3440;12,320;61,0600;12,320;123,1520
12,330;0,3440;12,330;61,0600;12,330;123,1520
12,340;0,3440;12,340;61,0600;12,340;123,1520
12,350;0,3440;12,350;61,0600;12,350;123,1520
12,360;0,3440;12,360;61,0600;12,360;123,1520
12,370;0,3440;12,370;61,0600;12,370;123,1520
12,380;0,3440;12,380;61,0600;12,380;123,1520
12,390;0,3440;12,390;61,0600;12,390;123,1520
12,400;0,3440;12,400;61,0600;12,400;123,1520
12,410;0,3440;12,410;61,0600;12,410;123,1520
12,420;0,3440;12,420;61,0600;12,420;123,1520
12,430;0,3440;12,430;61,0600;12,430;123,1520
12,440;0,3545;12,440;61,0600;12,440;123,1520
12,450;0,1720;12,450;61,0600;12,450;123,1520
12,460;0,1720;12,460;61,0600;12,460;123,1520
12,470;0,1720;12,470;61,0600;12,470;123,1520
12,480;0,1720;12,480;61,0600;12,480;123,1520
12,490;0,1720;12,490;61,0600;12,490;123,1520
12,500;0,1720;12,500;61,0600;12,500;123,1520
12,510;0,1720;12,510;61,0600;12,510;123,1520
12,520;0,1720;12,520;61,0600;12,520;123,1520
12,530;0,1720;12,530;61,0600;12,530;123,1520
12,540;0,1720;12,540;61,0735;12,540;123,1520
12,550;0,1720;12,550;60,8880;12,550;123,1520
12,560;0,1720;12,560;60,8880;12,560;123,1520
12,570;0,1720;12,570;60,8880;12,570;123,1520
12,580;0,1720;12,580;60,8880;12,580;123,1520
12,590;0,1720;12,590;60,8880;12,590;123,1520
12,600;0,1720;12,600;60,8880;12,600;123,1520
12,610;0,1720;12,610;60,8880;12,610;123,1520
12,620;0,1720;12,620;60,8880;12,620;123,1520
12,630;0,1825;12,630;60,8880;12,630;123,1520
12,640;0,0000;12,640;60,8880;12,640;123,1520
12,650;0,0000;12,650;60,8880;12,650;123,1520
12,660;0,0000;12,660;60,8880;12,660;123,1520
12,670;0,0000;12,670;60,8880;12,670;123,1520
12,680;0,0000;12,680;60,8880;12,680;123,1520
12,690;0,0000;12,690;60,8880;12,690;123,1520
12,700;0,0000;12,700;60,8880;12,700;123,1520
12,710;0,0000;12,710;60,8880;12,710;123,1520
12,720;0,0000;12,720;60,8880;12,720;123,1520
12,730;0,0000;12,730;60,8745;12,730;123,1520
12,740;0,0000;12,740;61,0600;12,740;123,1520
12,750;0,0000;12,750;61,0600;12,750;123,1520
12,760;0,0000;12,760;61,0600;12,760;123,1520
12,770;0,0000;12,770;61,0600;12,770;123,1520
12,780;0,0000;12,780;61,0600;12,780;123,1520
12,790;0,0000;12,790;61,0600;12,790;123,1520
12,800;0,0000;12,800;61,0600;12,800;123,1520
12,810;0,0000;12,810;61,0600;12,810;123,1520
12,820;0,0000;12,820;61,0600;12,820;123,1520
12,830;0,0000;12,830;61,0600;12,830;123,1520
12,840;0,0000;12,840;61,0600;12,840;123,1520
12,850;0,0000;12,850;61,0600;12,850;123,1520
12,860;0,0000;12,860;61,0600;12,860;123,1520
12,870;0,0000;12,870;61,0600;12,870;123,1520
12,880;0,0000;12,880;61,0600;12,880;123,1520
12,890;0,0000;12,890;61,0735;12,890;123,1520
12,900;0,0000;12,900;60,8880;12,900;123,1520
12,910;0,0000;12,910;60,8880;12,910;123,1520
12,920;0,0000;12,920;60,8880;12,920;123,1520
12,930;0,0000;12,930;60,8880;12,930;123,1520
12,940;0,0000;12,940;60,8880;12,940;123,1520
12,950;0,0000;12,950;60,8880;12,950;123,1520
12,960;0,0000;12,960;60,8880;12,960;123,1520
12,970;0,0000;12,970;60,8880;12,970;123,1520
12,980;0,0000;12,980;60,8880;12,980;123,1520
12,990;0,0000;12,990;60,8880;12,990;123,1520
13,000;0,0000;13,000;60,8880;13,000;123,1520
13,010;0,0000;13,010;60,8880;13,010;123,1520
13,020;0,0000;13,020;60,8880;13,020;123,1520
13,030;-0,0105;13,030;60,8880;13,030;123,1520
13,040;0,1720;13,040;60,8880;13,040;123,1520
13,050;0,1720;13,050;60,8880;13,050;123,1520
13,060;0,1720;13,060;60,8880;13,060;123,1520
13,070;0,1720;13,070;60,8880;13,070;123,1520
13,080;0,1720;13,080;60,8880;13,080;123,1520
13,090;0,1720;13,090;60,8880;13,090;123,1520
13,100;0,1720;13,100;60,8880;13,100;123,1520
13,110;0,1720;13,110;60,8880;13,110;123,1520
13,120;0,1720;13,120;60,8880;13,120;123,1520
13,130;0,1720;13,130;60,8880;13,130;123,1520
13,140;0,1720;13,140;60,8880;13,140;123,1520
13,150;0,1720;13,150;60,8880;13,150;123,1520
13,160;0,1720;13,160;60,8880;13,160;123,1520
13,170;0,1720;13,170;60,8880;13,170;123,1520
13,180;0,1615;13,180;60,8880;13,180;123,1520
13,190;0,3440;13,190;60,8880;13,190;123,1520
13,200;0,3440;13,200;60,8880;13,200;123,1520
13,210;0,3440;13,210;60,8880;13,210;123,1520
13,220;0,3440;13,220;60,8880;13,220;123,1520
13,230;0,3440;13,230;60,8880;13,230;123,1520
13,240;0,3440;13,240;60,8880;13,240;123,1520
13,250;0,3440;13,250;60,8880;13,250;123,1520
13,260;0,3440;13,260;60,8880;13,260;123,1520
13,270;0,3440;13,270;60,8880;13,270;123,1520
13,280;0,3440;13,280;60,8880;13,280;123,1520
13,290;0,3440;13,290;60,8880;13,290;123,1520
13,300;0,3440;13,300;60,8880;13,300;123,1520
13,310;0,3440;13,310;60,8880;13,310;123,1520
13,320;0,3440;13,320;60,8880;13,320;123,1520
13,330;0,3440;13,330;60,8880;13,330;123,1520
13,340;0,3440;13,340;60,8880;13,340;123,1520
13,350;0,3440;13,350;60,8880;13,350;123,1520
13,360;0,3440;13,360;60,8880;13,360;123,1520
13,370;0,3440;13,370;60,8880;13,370;123,1520
13,380;0,3440;13,380;60,8880;13,380;123,1520
13,390;0,3440;13,390;60,8880;13,390;123,1354
13,400;0,3440;13,400;60,8880;13,400;123,3240
13,410;0,3440;13,410;60,8880;13,410;123,3240
13,420;0,3440;13,420;60,8880;13,420;123,3240
13,430;0,3440;13,430;60,8880;13,430;123,3240
13,440;0,3440;13,440;60,8880;13,440;123,3240
13,450;0,3440;13,450;60,8880;13,450;123,3240
13,460;0,3440;13,460;60,8880;13,460;123,3240
13,470;0,3440;13,470;60,8880;13,470;123,3240
13,480;0,3440;13,480;60,8880;13,480;123,3240
13,490;0,3440;13,490;60,8880;13,490;123,3240
13,500;0,3440;13,500;60,8880;13,500;123,3240
13,510;0,3440;13,510;60,8880;13,510;123,3240
13,520;0,3440;13,520;60,8880;13,520;123,3240
13,530;0,3440;13,530;60,8880;13,530;123,3240
13,540;0,3440;13,540;60,8880;13,540;123,3240
13,550;0,3440;13,550;60,8880;13,550;123,3240
13,560;0,3440;13,560;60,8880;13,560;123,3240
13,570;0,3440;13,570;60,8745;13,570;123,3240
13,580;0,3440;13,580;61,0600;13,580;123,3240
13,590;0,3440;13,590;61,0600;13,590;123,3240
13,600;0,3440;13,600;61,0600;13,600;123,3240
13,610;0,3440;13,610;61,0600;13,610;123,3240
13,620;0,3440;13,620;61,0600;13,620;123,3240
13,630;0,3545;13,630;61,0600;13,630;123,3240
13,640;0,1720;13,640;61,0600;13,640;123,3240
13,650;0,1720;13,650;61,0600;13,650;123,3240
13,660;0,1720;13,660;61,0600;13,660;123,3240
13,670;0,1720;13,670;61,0600;13,670;123,3240
13,680;0,1720;13,680;61,0600;13,680;123,3240
13,690;0,1720;13,690;61,0600;13,690;123,3240
13,700;0,1720;13,700;61,0600;13,700;123,3240
13,710;0,1720;13,710;61,0600;13,710;123,3240
13,720;0,1720;13,720;61,0600;13,720;123,3240
13,730;0,1720;13,730;61,0600;13,730;123,3240
13,740;0,1720;13,740;61,0600;13,740;123,3240
13,750;0,1720;13,750;61,0600;13,750;123,3240
13,760;0,1720;13,760;61,0600;13,760;123,3240
13,770;0,1825;13,770;61,0600;13,770;123,3240
13,780;0,0000;13,780;61,0600;13,780;123,3407
13,790;0,0000;13,790;61,0600;13,790;123,1520
13,800;0,0000;13,800;61,0600;13,800;123,1520
13,810;0,0000;13,810;61,0600;13,810;123,1520
13,820;0,0000;13,820;61,0600;13,820;123,1520
13,830;0,0000;13,830;61,0600;13,830;123,1520
13,840;0,0000;13,840;61,0600;13,840;123,1520
13,850;0,0000;13,850;61,0600;13,850;123,1520
13,860;0,0000;13,860;61,0600;13,860;123,1520
13,870;0,0000;13,870;61,0600;13,870;123,1520
13,880;0,0000;13,880;61,0600;13,880;123,1520
13,890;0,0000;13,890;61,0600;13,890;123,1520
13,900;0,0000;13,900;61,0600;13,900;123,1520
13,910;0,0000;13,910;61,0600;13,910;123,1520
13,920;0,0000;13,920;61,0600;13,920;123,1520
13,930;0,0000;13,930;61,0600;13,930;123,1520
13,940;0,0000;13,940;61,0600;13,940;123,1520
13,950;0,0000;13,950;61,0600;13,950;123,1520
13,960;0,0000;13,960;61,0600;13,960;123,1520
13,970;0,0000;13,970;61,0600;13,970;123,1520
13,980;0,0000;13,980;61,0600;13,980;123,1520
13,990;0,0000;13,990;61,0600;13,990;123,1520
14,000;0,0000;14,000;61,0600;14,000;123,1520
14,010;0,0000;14,010;61,0600;14,010;123,1520
14,020;0,0000;14,020;61,0600;14,020;123,1520
14,030;0,0000;14,030;61,0600;14,030;123,1520
14,040;0,0000;14,040;61,0600;14,040;123,1520
14,050;0,0000;14,050;61,0600;14,050;123,1520
14,060;0,0000;14,060;61,0600;14,060;123,1520
14,070;0,0000;14,070;61,0600;14,070;123,1520
14,080;0,0000;14,080;61,0600;14,080;123,1520
14,090;0,0000;14,090;61,0600;14,090;123,1520
14,100;0,0000;14,100;61,0600;14,100;123,1520
14,110;0,0000;14,110;61,0600;14,110;123,1520
14,120;0,0000;14,120;61,0600;14,120;123,1520
14,130;0,0000;14,130;61,0600;14,130;123,1520
14,140;0,0000;14,140;61,0600;14,140;123,1520
14,150;0,0000;14,150;61,0600;14,150;123,1520
14,160;0,0000;14,160;61,0600;14,160;123,1520
14,170;0,0000;14,170;61,0600;14,170;123,1520
14,180;0,0000;14,180;61,0600;14,180;123,1520
14,190;0,0000;14,190;61,0600;14,190;123,1520
14,200;0,0000;14,200;61,0600;14,200;123,1520
14,210;0,0000;14,210;61,0600;14,210;123,1520
14,220;0,0000;14,220;61,0600;14,220;123,1520
14,230;-0,0105;14,230;61,0600;14,230;123,1520
14,240;0,1720;14,240;61,0600;14,240;123,1520
14,250;0,1720;14,250;61,0600;14,250;123,1520
14,260;0,1720;14,260;61,0600;14,260;123,1520
14,270;0,1720;14,270;61,0735;14,270;123,1520
14,280;0,1720;14,280;60,8880;14,280;123,1520
14,290;0,1720;14,290;60,8880;14,290;123,1520
14,300;0,1720;14,300;60,8880;14,300;123,1520
14,310;0,1720;14,310;60,8880;14,310;123,1520
14,320;0,1720;14,320;60,8880;14,320;123,1520
14,330;0,1720;14,330;60,8880;14,330;123,1520
14,340;0,1720;14,340;60,8880;14,340;123,1520
14,350;0,1720;14,350;60,8880;14,350;123,1520
14,360;0,1720;14,360;60,8880;14,360;123,1520
14,370;0,1720;14,370;60,8880;14,370;123,1520
14,380;0,1720;14,380;60,8880;14,380;123,1354
14,390;0,1615;14,390;60,8880;14,390;123,3240
14,400;0,3440;14,400;60,8880;14,400;123,3240
14,410;0,3440;14,410;60,8880;14,410;123,3240
14,420;0,3440;14,420;60,8880;14,420;123,3240
14,430;0,3440;14,430;60,8880;14,430;123,3240
14,440;0,3440;14,440;60,8880;14,440;123,3240
14,450;0,3440;14,450;60,8880;14,450;123,3240
14,460;0,3440;14,460;60,8880;14,460;123,3240
14,470;0,3440;14,470;60,8880;14,470;123,3240
14,480;0,3440;14,480;60,8880;14,480;123,3240
14,490;0,3440;14,490;60,8880;14,490;123,3240
14,500;0,3440;14,500;60,8880;14,500;123,3240
14,510;0,3440;14,510;60,8880;14,510;123,3240
14,520;0,3440;14,520;60,8880;14,520;123,3240
14,530;0,3440;14,530;60,8880;14,530;123,3240
14,540;0,3440;14,540;60,8880;14,540;123,3240
14,550;0,3440;14,550;60,8880;14,550;123,3240
14,560;0,3440;14,560;60,8880;14,560;123,3240
14,570;0,3440;14,570;60,8880;14,570;123,3240
14,580;0,3440;14,580;60,8880;14,580;123,3240
14,590;0,3440;14,590;60,8880;14,590;123,3240
14,600;0,3440;14,600;60,8880;14,600;123,3240
14,610;0,3440;14,610;60,8745;14,610;123,3240
14,620;0,3440;14,620;61,0600;14,620;123,3240
14,630;0,3440;14,630;61,0600;14,630;123,3240
14,640;0,3440;14,640;61,0600;14,640;123,3240
14,650;0,3440;14,650;61,0600;14,650;123,3240
14,660;0,3440;14,660;61,0600;14,660;123,3240
14,670;0,3440;14,670;61,0600;14,670;123,3240
14,680;0,3440;14,680;61,0600;14,680;123,3407
14,690;0,3440;14,690;61,0600;14,690;123,1520
14,700;0,3440;14,700;61,0600;14,700;123,1520
14,710;0,3440;14,710;61,0600;14,710;123,1520
14,720;0,3545;14,720;61,0600;14,720;123,1520
14,730;0,1720;14,730;61,0600;14,730;123,1520
14,740;0,1720;14,740;61,0600;14,740;123,1520
14,750;0,1720;14,750;61,0600;14,750;123,1520
14,760;0,1720;14,760;61,0600;14,760;123,1520
14,770;0,1720;14,770;61,0600;14,770;123,1520
14,780;0,1720;14,780;61,0600;14,780;123,1520
14,790;0,1720;14,790;61,0600;14,790;123,1520
14,800;0,1720;14,800;61,0600;14,800;123,1520
14,810;0,1720;14,810;61,0600;14,810;123,1520
14,820;0,1720;14,820;61,0600;14,820;123,1520
14,830;0,1720;14,830;61,0600;14,830;123,1520
14,840;0,1720;14,840;61,0600;14,840;123,1520
14,850;0,1720;14,850;61,0600;14,850;123,1520
14,860;0,1720;14,860;61,0600;14,860;123,1520
14,870;0,1720;14,870;61,0600;14,870;123,1520
14,880;0,1720;14,880;61,0465;14,880;123,1520
14,890;0,1720;14,890;61,2456;14,890;123,1520
14,900;0,1720;14,900;61,0600;14,900;123,1520
14,910;0,1720;14,910;61,0600;14,910;123,1520
14,920;0,1825;14,920;61,0600;14,920;123,1520
14,930;0,0000;14,930;61,0600;14,930;123,1520
14,940;0,0000;14,940;61,0465;14,940;123,1520
14,950;0,0000;14,950;61,2320;14,950;123,1687
14,960;0,0000;14,960;61,2456;14,960;122,9800
14,970;0,0000;14,970;61,0600;14,970;122,9800
14,980;0,0000;14,980;61,0600;14,980;122,9800
14,990;0,0000;14,990;61,0600;14,990;122,9800
15,000;0,0000;15,000;61,0600;15,000;122,9800
15,010;0,0000;15,010;61,0600;15,010;122,9800
15,020;0,0000;15,020;61,0600;15,020;122,9800
15,030;0,0000;15,030;61,0600;15,030;122,9800
15,040;0,0000;15,040;61,0600;15,040;122,9800
15,050;0,0000;15,050;61,0600;15,050;122,9800
15,060;0,0000;15,060;61,0600;15,060;122,9800
15,070;0,0000;15,070;61,0600;15,070;122,9800
15,080;0,0000;15,080;61,0600;15,080;122,9800
15,090;0,0000;15,090;61,0600;15,090;122,9800
15,100;0,0000;15,100;61,0600;15,100;122,9800
15,110;0,0000;15,110;61,0600;15,110;122,9800
15,120;0,0000;15,120;61,0600;15,120;122,9800
15,130;0,0000;15,130;61,0600;15,130;122,9800
15,140;0,0000;15,140;61,0600;15,140;122,9634
15,150;0,0000;15,150;61,0600;15,150;123,1520
15,160;0,0000;15,160;61,0600;15,160;123,1520
15,170;0,0000;15,170;61,0600;15,170;123,1520
15,180;0,0000;15,180;61,0600;15,180;123,1520
15,190;0,0000;15,190;61,0600;15,190;123,1520
15,200;0,0000;15,200;61,0600;15,200;123,1520
15,210;0,0000;15,210;61,0600;15,210;123,1520
15,220;0,0000;15,220;61,0600;15,220;123,1520
15,230;0,0000;15,230;61,0600;15,230;123,1520
15,240;0,0000;15,240;61,0600;15,240;123,1520
15,250;0,0000;15,250;61,0600;15,250;123,1520
15,260;0,0000;15,260;61,0600;15,260;123,1520
15,270;0,0000;15,270;61,0600;15,270;123,1520
15,280;0,0000;15,280;61,0600;15,280;123,1520
15,290;0,0000;15,290;61,0600;15,290;123,1520
15,300;0,0000;15,300;61,0600;15,300;123,1520
15,310;0,0000;15,310;61,0600;15,310;123,1520
15,320;0,0000;15,320;61,0600;15,320;123,1520
15,330;-0,0105;15,330;61,0600;15,330;123,1520
15,340;0,1720;15,340;61,0600;15,340;123,1520
15,350;0,1720;15,350;61,0600;15,350;123,1520
15,360;0,1720;15,360;61,0600;15,360;123,1520
15,370;0,1720;15,370;61,0600;15,370;123,1520
15,380;0,1720;15,380;61,0600;15,380;123,1520
15,390;0,1720;15,390;61,0600;15,390;123,1520
15,400;0,1720;15,400;61,0600;15,400;123,1520
15,410;0,1720;15,410;61,0600;15,410;123,1520
15,420;0,1720;15,420;61,0600;15,420;123,1520
15,430;0,1720;15,430;61,0600;15,430;123,1520
15,440;0,1720;15,440;61,0600;15,440;123,1520
15,450;0,1720;15,450;61,0600;15,450;123,1520
15,460;0,1720;15,460;61,0600;15,460;123,1520
15,470;0,1720;15,470;61,0600;15,470;123,1520
15,480;0,1720;15,480;61,0600;15,480;123,1520
15,490;0,1720;15,490;61,0600;15,490;123,1520
15,500;0,1720;15,500;61,0600;15,500;123,1520
15,510;0,1720;15,510;61,0600;15,510;123,1520
15,520;0,1615;15,520;61,0600;15,520;123,1520
15,530;0,3440;15,530;61,0600;15,530;123,1520
15,540;0,3440;15,540;61,0600;15,540;123,1520
15,550;0,3440;15,550;61,0600;15,550;123,1520
15,560;0,3440;15,560;61,0600;15,560;123,1520
15,570;0,3440;15,570;61,0600;15,570;123,1520
15,580;0,3440;15,580;61,0600;15,580;123,1520
15,590;0,3440;15,590;61,0600;15,590;123,1520
15,600;0,3440;15,600;61,0600;15,600;123,1687
15,610;0,3440;15,610;61,0600;15,610;122,9634
15,620;0,3440;15,620;61,0600;15,620;123,1520
15,630;0,3440;15,630;61,0600;15,630;123,1520
15,640;0,3440;15,640;61,0600;15,640;123,1687
15,650;0,3440;15,650;61,0600;15,650;122,9634
15,660;0,3440;15,660;61,0600;15,660;123,1687
15,670;0,3440;15,670;61,0600;15,670;122,9800
15,680;0,3440;15,680;61,0600;15,680;122,9800
15,690;0,3440;15,690;61,0600;15,690;122,9800
15,700;0,3440;15,700;61,0600;15,700;122,9800
15,710;0,3440;15,710;61,0600;15,710;122,9800
15,720;0,3440;15,720;61,0600;15,720;122,9800
15,730;0,3440;15,730;61,0600;15,730;122,9800
15,740;0,3440;15,740;61,0600;15,740;122,9800
15,750;0,3440;15,750;61,0600;15,750;122,9800
15,760;0,3440;15,760;61,0600;15,760;122,9800
15,770;0,3440;15,770;61,0600;15,770;122,9800
15,780;0,3440;15,780;61,0600;15,780;122,9800
15,790;0,3440;15,790;61,0600;15,790;122,9800
15,800;0,3440;15,800;61,0600;15,800;122,9800
15,810;0,3440;15,810;61,0600;15,810;122,9800
15,820;0,3545;15,820;61,0600;15,820;122,9800
15,830;0,1720;15,830;61,0600;15,830;122,9800
15,840;0,1720;15,840;61,0600;15,840;122,9800
15,850;0,1720;15,850;61,0600;15,850;122,9800
15,860;0,1720;15,860;61,0600;15,860;122,9800
15,870;0,1720;15,870;61,0600;15,870;122,9800
15,880;0,1720;15,880;61,0600;15,880;122,9800
15,890;0,1720;15,890;61,0600;15,890;122,9634
15,900;0,1720;15,900;61,0600;15,900;123,1520
15,910;0,1720;15,910;61,0600;15,910;123,1520
15,920;0,1720;15,920;61,0600;15,920;123,1520
15,930;0,1720;15,930;61,0600;15,930;123,1520
15,940;0,1720;15,940;61,0600;15,940;123,1520
15,950;0,1720;15,950;61,0600;15,950;123,1520
15,960;0,1720;15,960;61,0600;15,960;123,1520
15,970;0,1720;15,970;61,0600;15,970;123,1520
15,980;0,1720;15,980;61,0600;15,980;123,1520
15,990;0,1720;15,990;61,0600;15,990;123,1520
16,000;0,1720;16,000;61,0600;16,000;123,1520
16,010;0,1720;16,010;61,0600;16,010;123,1520
16,020;0,1720;16,020;61,0600;16,020;123,1520
16,030;0,1720;16,030;61,0600;16,030;123,1520
16,040;0,1825;16,040;61,0600;16,040;123,1520
16,050;0,0000;16,050;61,0600;16,050;123,1520
16,060;0,0000;16,060;61,0600;16,060;123,1520
16,070;0,0000;16,070;61,0600;16,070;123,1520
16,080;0,0000;16,080;61,0600;16,080;123,1520
16,090;0,0000;16,090;61,0600;16,090;123,1520
16,100;0,0000;16,100;61,0600;16,100;123,1520
16,110;0,0000;16,110;61,0600;16,110;123,1520
16,120;0,0000;16,120;61,0600;16,120;123,1520
16,130;0,0000;16,130;61,0600;16,130;123,1520
