"Position (mm) Run #1"
38,0169
40,4689
42,5546
44,4917
46,0621
47,5071
48,3902
49,1013
49,6872
49,7105
49,5851
49,1156
48,2786
47,2927
45,9393
44,4367
42,5896
40,3751
37,9881
35,4288
32,6971
29,7929
26,7163
23,4672
20,0457
16,4299
12,8356
9,0474
5,2381
1,6432
-2,1449
-5,9536
-9,5898
-13,0333
-16,4767
-19,9400
-23,2308
-26,3491
-29,2950
-32,0684
-34,6695
-37,0982
-39,3734
-41,2852
-43,0434
-44,4386
-45,6801
-46,5588
-47,3024
-47,4928
-47,5297
-47,2042
-46,7438
-45,7306
-44,5457
-43,2075
-41,5259
-39,4443
-37,6101
-35,2610
-32,2627
-30,0667
-27,5275
-24,6060
-21,7240
-18,4591
-15,2142
-11,7979
-8,1897
-4,5815
-0,9732
2,6350
6,2432
9,8727
13,3093
16,7675
20,0324
23,3192
26,4567
29,2065
32,0011
34,4300
36,6872
38,7955
40,5146
42,2796
43,7011
44,7789
45,4668
46,2240
46,4192
46,4655
46,1677
45,5027
44,6886
43,5072
42,1536
40,6507
38,7804
36,7378
34,5230
32,1582
29,4263
26,4998
23,5953
20,5184
17,2473
13,9978
10,5543
7,1321
3,4953
0,0518
-3,3916
-6,8351
-10,2988
-13,5901
-16,6889
-19,8076
-22,7537
-25,6058
-27,5183
-29,1810
-31,4185
-33,6751
-35,7594
-37,6334
-39,7552
-41,3227
-42,7554
-43,6529
-44,1876
-44,5688
-44,5874
-44,4713
-43,8020
-42,9796
-41,7948
-40,4569
-38,7378
-37,0566
-35,0129
-32,8167
-30,2386
-27,6800
-24,9302
-22,2001
-19,2984
-16,2252
-12,9603
-9,7157
-6,2587
-3,0144
0,4221
3,8587
7,3164
10,5600
14,0396
17,1328
20,2478
23,1913
25,9632
28,5636
30,9699
33,4212
35,5065
37,4428
39,0129
40,4112
41,6606
42,5663
43,1052
43,4722
43,6902
43,5642
43,0711
42,4059
41,5915
40,4100
39,0790
37,3809
35,5104
33,4677
31,2527
28,8653
26,3055
23,5733
20,6468
17,7421
14,6649
11,3723
8,2948
5,0237
1,7526
-1,5185
-4,8102
-7,8885
-11,2002
-14,1267
-17,0732
-19,8274
-22,6013
-25,2224
-27,4599
-29,7167
-31,8012
-33,7134
-35,4724
-36,8679
-38,0913
-39,1425
-40,0215
-40,7660
-40,9380
-41,1664
-40,8600
-40,2097
-39,1781
-38,2220
-36,4649
-35,1276
-33,4467
-31,4032
-28,9944
-28,4617
-26,4379
-24,0316
-21,6451
-19,0868
-16,3770
-13,2637
-10,3624
-7,2897
-4,0042
-0,9317
2,3541
5,4473
8,5618
11,4833
14,4048
17,3480
20,1196
22,6977
25,3199
27,5545
29,8113
31,9189
33,6606
35,2304
36,6285
37,8775
38,7601
39,4936
39,8375
40,2500
40,0780
39,9517
39,4812
38,6437
37,6342
36,4524
35,1210
33,4002
31,7242
29,6813
27,4438
25,2506
22,6686
20,1085
17,3761
14,4280
11,7167
8,5966
5,6701
2,7646
-0,3550
-3,2608
-6,3801
-9,3270
-12,0812
-14,8555
-17,4375
-20,0392
-22,4686
-24,8237
-25,8913
-28,5340
-28,7229
-30,4631
-32,0502
-33,2738
-34,3253
-35,2046
-35,9308
-36,2748
-36,5808
-37,3638
-37,2297
-36,7328
-36,0640
-35,2614
-33,8859
-32,5489
-30,8104
-29,3018
-27,4109
-25,5590
-23,3441
-20,9378
-18,5315
-16,1652
-13,4154
-10,6859
-7,7643
-4,8428
-1,9213
1,0002
3,9217
6,8644
9,6142
12,3640
15,1354
17,7134
20,3133
22,7416
24,9982
27,0831
28,9964
30,7379
32,3076
33,7056
34,9543
35,8367
36,5472
37,0858
37,4752
37,4979
37,3486
37,0499
36,3844
35,5468
34,5371
33,3777
31,8514
30,1305
28,4542
26,4111
24,1737
21,9582
19,5703
16,9884
14,4064
11,8459
9,1130
6,1654
3,4322
0,4848
-2,2486
-5,1957
-7,9499
-10,7447
-13,1342
-15,7362
-18,1658
-20,3835
-22,8523
-24,7453
-26,6579
-28,3787
-30,1382
-31,5341
-32,7577
-33,8091
-34,6884
-35,4147
-35,7778
-35,9688
-36,0069
-35,6820
-35,1851
-34,5164
-33,6948
-32,4913
-31,3262
-29,7789
-28,2510
-26,5514
-24,6604
-22,8088
-20,5940
-18,1678
-15,9733
-13,3751
-11,0093
-8,2595
-5,4892
-2,9524
0,0107
2,5678
5,3176
8,0886
10,6667
13,2663
15,6726
18,1006
20,3570
22,4198
24,5266
26,2457
28,0093
29,3848
30,8049
31,8591
32,7188
33,6236
34,1846
34,3566
34,5512
34,5963
34,2748
33,7812
33,1381
32,1058
31,1183
29,7417
28,4097
26,6888
25,0121
22,9249
21,0757
18,8382
16,6224
14,2127
11,8245
9,2212
6,8327
4,2719
1,4967
-1,0852
-3,6671
-6,2491
-8,8514
-11,2814
-13,4987
-15,9484
-18,0137
-20,0988
-22,0115
-23,7324
-25,4924
-26,8689
-28,2649
-29,4887
-30,5403
-31,4391
-31,9551
-32,4904
-32,8536
-33,0640
-32,9112
-32,5864
-32,1090
-31,2492
-30,4087
-29,4157
-28,0208
-26,8562
-25,3285
-23,6290
-21,7380
-19,8669
-17,8041
-15,7614
-13,5470
-11,1407
-8,7343
-6,3485
-3,7498
-1,3643
1,2347
3,6200
6,2192
8,6255
11,0532
13,2877
15,5439
17,6066
19,6912
21,6041
23,3452
24,9146
26,2900
27,7099
28,7416
29,8179
30,5281
31,0440
31,6048
31,8216
31,6496
31,5000
31,1783
30,7070
29,8468
29,0311
27,8267
26,6666
25,1179
23,5913
21,8923
19,9993
18,1498
15,8907
13,8470
11,6095
9,3934
6,9837
4,5740
2,1643
-0,2454
-2,6551
-5,0648
-7,4949
-9,7324
-11,9901
-14,0553
-16,1606
-17,8615
-19,7744
-21,5150
-23,0834
-24,4600
-25,8756
-26,9274
-27,7682
-28,8587
-29,3747
-29,9295
-30,1208
-30,1208
-30,1595
-29,8155
-29,5102
-28,8418
-27,9820
-27,1417
-26,1490
-24,7736
-23,4178
-21,8705
-20,3628
-18,4718
-16,5808
-14,6899
-12,8393
-10,6047
-8,3702
-6,1356
-3,9217
-1,4947
0,7399
2,9535
5,3809
7,6366
9,6781
11,9555
13,8249
15,9093
17,8220
19,5629
21,1102
22,6795
24,0990
25,1306
26,1623
27,2384
27,9485
28,4867
28,8529
29,0472
29,0695
28,9197
28,5980
28,1041
27,4382
26,6001
25,5899
24,4076
23,0310
21,6764
20,1495
18,4287
16,7295
14,8580
12,7928
10,7276
8,6623
6,6183
4,3808
2,1434
-0,0941
-2,3316
-4,5896
-6,6343
-8,8922
-10,9777
-12,8910
-14,5917
-16,5248
-18,0735
-19,6222
-21,1907
-22,6066
-23,6193
-24,8629
-25,7427
-26,4698
-26,8333
-27,0248
-27,0248
-27,0443
-26,8723
-26,6808
-26,7198
-26,3954
-25,9185
-25,0783
-24,0466
-23,0543
-21,6788
-20,3034
-18,9676
-17,2485
-15,5294
-13,8304
-11,9394
-10,0688
-8,0060
-5,9432
-3,8805
-1,8384
0,4170
2,4797
4,5425
6,6052
8,6893
10,5802
12,4712
14,3837
16,1244
17,6717
19,2408
20,6381
21,8417
23,0673
24,1210
25,0028
25,7128
26,2509
26,6170
26,7890
27,0054
26,8555
26,5115
26,2117
25,5236
24,8575
24,0414
22,8150
21,8265
20,4500
19,0952
17,5683
15,8474
14,1265
12,4271
10,5555
8,4690
6,5971
4,5319
2,4666
0,4014
-1,6639
-3,7498
-5,6222
-7,7079
-9,6010
-11,5143
-13,2553
-14,7839
-16,5448
-17,9014
-19,4898
-20,6943
-21,9184
-22,9901
-23,6782
-24,3664
-25,0937
-25,4377
-25,8013
-25,9928
-26,0319
-25,6879
-25,3635
-24,8476
-24,3709
-23,4915
-22,8626
-21,6393
-20,6472
-19,2718
-17,8963
-16,5609
-14,8216
-13,2945
-11,5753
-9,8765
-7,9856
-6,1151
