"Position (mm) Run #1";"Position (mm) Run #2"
-53,8914;-22,4573
-53,0427;-23,1641
-52,0222;-23,6988
-50,8298;-24,0428
-49,4657;-24,4240
-47,9297;-24,4054
-46,2220;-24,6146
-44,3311;-24,4426
-42,4518;-24,2892
-40,4007;-23,9638
-38,1662;-23,4479
-35,9436;-22,9506
-33,5494;-22,2815
-30,9713;-21,4217
-28,4056;-20,5994
-25,6558;-19,3770
-22,9186;-18,3831
-19,9971;-17,0076
-17,0756;-15,6322
-14,1540;-14,2567
-11,2457;-12,9004
-8,1525;-11,3531
-5,0593;-9,8251
-1,9524;-8,0866
0,9553;-6,5588
4,0485;-4,8396
7,1559;-3,1205
10,0774;-1,4014
12,9845;0,3178
16,1068;2,0369
18,8419;3,7561
21,7931;5,4953
24,3562;7,0426
27,1211;8,6101
29,7144;9,9653
32,1361;11,5329
34,3707;12,9084
36,6052;14,2838
38,8712;15,7005
40,7621;16,7115
42,6690;17,9358
44,4041;18,9882
45,9675;19,8480
47,3429;20,7286
48,7508;21,4165
49,7987;22,1462
50,6585;22,4901
51,5510;22,8551
52,0669;23,0270
52,6156;23,2410
52,7876;23,0690
52,9924;22,9179
52,8204;22,5739
52,6812;22,2508
52,1651;21,7556
51,6654;21,0674
51,0099;20,4001
49,9776;19,5399
48,9615;18,7004
47,7733;17,6888
46,4128;16,4844
44,8801;15,3006
43,1752;13,9240
41,2822;12,5679
39,4049;11,0192
37,3553;9,4502
35,1178;8,0939
32,8958;6,5653
30,5014;4,8244
27,9195;3,2757
25,3526;1,7469
22,5835;0,0261
20,0311;-1,7145
17,0900;-3,2436
14,3503;-4,9840
11,4381;-6,5327
8,3251;-8,0814
5,3987;-9,6301
2,4722;-11,1980
-0,4406;-12,5746
-3,5530;-13,9511
-6,4794;-15,3467
-9,4059;-16,5701
-12,3324;-17,6024
-15,2719;-18,6536
-18,0261;-19,5138
-20,7803;-20,3929
-23,5345;-21,0997
-26,3137;-21,6158
-28,7110;-22,1319
-31,3174;-22,6853
-33,5548;-22,8573
-35,7923;-23,0480
-38,0416;-23,0667
-40,1186;-22,8947
-42,0233;-22,7413
-43,7558;-22,4161
-45,3160;-21,9188
-46,7040;-21,2310
-47,9084;-20,5619
-49,1354;-19,7021
-49,9957;-18,8612
-50,8671;-17,8295
-51,5664;-16,7978
-52,0937;-15,8041
-52,4489;-14,4096
-52,6320;-13,2252
-52,6431;-11,8689
-52,4823;-10,3216
-52,1495;-8,7743
-51,6336;-7,2270
-51,1401;-5,6992
-50,2915;-3,9409
-49,2598;-2,6048
-48,2508;-0,8659
-46,8754;0,6616
-45,5114;2,4007
-43,9641;3,9680
-42,4285;5,3234
-40,7211;6,8908
-38,8537;8,2865
-36,6073;9,4495
-34,5686;11,0171
-32,1622;12,4130
-29,7559;13,6166
-27,3620;14,8202
-24,7839;16,0444
-22,2185;17,0967
-19,4687;17,9565
-16,7189;18,8370
