"Position (mm) Run #1";"Position (mm) Run #2"
9,8040;10,2086
9,8613;10,8965
9,5172;11,6123
9,2304;12,1561
8,5423;12,5280
7,8827;12,7280
7,0225;12,7560
6,2192;12,6119
4,9864;12,2958
4,0108;11,8077
2,6059;11,1474
1,4015;10,3151
0,2253;9,3106
-1,1794;8,1062
-2,3838;6,9017
-3,6162;5,7526
-4,6206;4,1763
-5,8807;2,8272
-6,7409;1,2511
-7,6289;-0,0981
-8,3448;-1,6468
-8,8886;-3,2226
-9,2326;-4,5992
-9,6320;-5,9757
-9,6597;-7,3793
-9,4877;-8,6106
-9,3710;-9,6429
-8,8551;-10,7288
-8,3669;-11,4170
-7,7068;-12,1318
-6,8748;-12,6746
-5,8431;-13,0453
-4,8393;-13,2440
-3,6358;-13,2707
-2,4322;-13,1520
-1,2286;-12,6361
-0,0250;-12,1469
1,1786;-11,4590
2,3821;-10,8247
3,5857;-9,8199
4,8177;-8,6163
5,8778;-7,4127
6,7661;-6,2362
7,4539;-4,8878
8,1703;-3,3133
8,7148;-1,9651
9,0874;-0,3905
9,2594;0,9576
9,4886;2,5323
9,3452;3,9078
9,0012;5,3108
8,7143;6,5144
8,0262;7,7180
7,3666;8,9771
6,5064;9,8369
5,7030;10,7245
4,4702;11,4403
3,4662;11,9841
2,2618;12,3561
1,0856;12,5560
-0,3472;12,5840
-1,3233;12,4399
-2,7559;12,1238
-3,7882;11,6357
-4,8206;10,9754
-5,8807;10,1430
-6,7409;9,1107
-7,6567;8,1062
-8,1728;6,9017
-8,7166;5,7249
-9,0883;4,3484
-9,2880;2,9993
-9,3157;1,4506
-9,1714;-0,1254
-8,8551;-1,4747
-8,3392;-3,0506
-7,8510;-4,4271
-7,1909;-5,8307
-6,3590;-7,0351
-5,3273;-8,2665
-4,3235;-9,2988
-3,1199;-10,3848
-1,8883;-11,0729
-0,8847;-11,7878
0,3189;-12,3306
1,5224;-12,7013
2,7260;-12,9000
3,9579;-12,9267
5,0180;-12,7814
5,8778;-12,4641
6,7661;-11,9749
7,4539;-11,2871
8,1989;-10,6528
8,5429;-9,6211
8,9154;-8,6163
9,1160;-7,4127
9,1446;-6,2362
9,0012;-4,8607
8,6857;-3,4853
8,1697;-2,1098
7,7107;-0,7616
6,8505;0,8130
5,9902;2,1885
5,1868;3,5639
3,9541;4,9669
2,9501;6,1705
1,7456;7,4018
0,5412;8,4612
-0,6913;9,3210
-1,6956;10,2086
-2,9280;10,9244
-3,9603;11,4682
-4,9926;11,8401
-6,0806;12,0400
-6,7688;12,0679
-7,4847;11,9239
-8,0008;11,6077
-8,5723;11,0917
-8,7443;10,6313
-8,9440;9,7711
-8,9717;8,9387
-8,8274;7,9341
-8,5112;6,7297
-8,0230;5,5529
-7,3351;4,1763
-6,6751;2,7998
-5,8431;1,4232
-4,8114;0,0467
-3,7798;-1,3299
-2,7761;-2,7064
-1,5444;-4,0830
-0,5408;-5,4866
0,6627;-6,7180
1,8945;-7,7503
2,9262;-8,7826
3,9579;-9,8687
5,0180;-10,5568
5,8778;-11,2985
6,7661;-11,6425
7,4824;-12,0133
8,0269;-12,2120
8,3994;-12,2387
8,5714;-12,0935
8,7720;-11,7762
8,8292;-11,2603
8,4851;-10,7980
8,1697;-9,9382
7,6536;-9,1053
7,1945;-8,0736
6,3343;-7,0688
5,5025;-5,8923
4,4702;-4,4897
3,4379;-3,3133
2,4056;-1,9379
1,4015;-0,5624
0,1689;0,8130
