"Position (mm) Run #2";"Position (mm) Run #3"
-110,8957;-125,3639
-113,2441;-129,6693
-116,3428;-133,9747
-119,4416;-138,2800
-122,5702;-142,5993
-125,3096;-146,7459
-128,2507;-150,7065
-131,0049;-154,6936
-133,7591;-158,3094
-136,5133;-161,9510
-139,2956;-165,2221
-141,6914;-168,5184
-144,2871;-171,4573
-146,7105;-174,2361
-148,9615;-176,6701
-151,0267;-178,7474
-153,1053;-180,6644
-155,0116;-182,2249
-156,7456;-183,6369
-158,3074;-184,5089
-159,6969;-185,2323
-160,9143;-185,4160
-161,9595;-185,4394
-162,8326;-185,1189
-163,5464;-184,4429
-163,9032;-183,6185
-164,0880;-182,2549
-164,1008;-180,7315
-163,9416;-178,8646
-163,6232;-176,6422
-162,9354;-174,2482
-162,2733;-171,7073
-161,2416;-168,6141
-160,2358;-165,5463
-158,8734;-162,1226
-157,3261;-158,5275
-155,8052;-154,7476
-153,9143;-150,9812
-152,0501;-147,0434
-149,8020;-142,9203
-147,7665;-138,8113
-145,3601;-134,5167
-142,9538;-130,2220
-140,5615;-125,9127
-137,9834;-121,8046
-135,4053;-117,5099
-132,8273;-113,1847
-130,2492;-109,2487
-127,6857;-105,1100
-124,9212;-101,1426
-122,3283;-97,3466
-119,9369;-93,7384
-117,3438;-90,0973
-114,9374;-86,7991
-112,5158;-83,8272
-110,2658;-81,4209
-108,1874;-78,9805
-106,2965;-76,8835
-104,3740;-75,1299
-102,8267;-73,7198
-101,2634;-72,6708
-99,8720;-71,7762
-98,6524;-71,2080
-97,6046;-71,1906
-96,7286;-71,3277
-96,0084;-71,8090
-95,6644;-72,6345
-95,3042;-73,8043
-95,0998;-75,3185
-95,2718;-77,1944
-95,4113;-79,2426
-95,9112;-81,4462
-96,5993;-84,0113
-97,2875;-86,7322
-97,9112;-89,8145
-99,2878;-93,0692
-100,6324;-96,4803
-102,3533;-100,1724
-104,0425;-105,0267
-106,1078;-109,5356
-108,1574;-113,6533
-110,3949;-117,9737
-112,6169;-122,0918
-115,0266;-126,4119
-117,4212;-130,5303
-120,0031;-134,8500
-122,5850;-138,9970
-125,1670;-142,9437
-127,7489;-147,1040
-130,3453;-150,8921
-132,7407;-154,6936
-135,3368;-158,3225
-137,7465;-161,7788
-140,1702;-165,0627
-142,4077;-168,1741
-144,6451;-171,1255
-146,8962;-173,7197
-148,9750;-176,1538
-150,8681;-178,2432
-152,7745;-179,9761
-154,5086;-181,5605
-156,0705;-182,6047
-157,4602;-183,4767
-158,6776;-184,2002
-159,7230;-184,3958
-160,6091;-184,2356
-161,1252;-183,9152
-161,6542;-183,2510
-162,0240;-182,2430
-162,0369;-180,8795
-161,8649;-179,3683
-161,7187;-177,3055
-161,2157;-175,2794
-160,5408;-172,7137
-159,6940;-169,9764
-158,6754;-167,0801
-157,4849;-163,8152
-156,1227;-160,5762
-154,5886;-156,9680
-152,8828;-153,3731
-150,9919;-149,6068
-149,1144;-145,6553
-147,0653;-141,7178
-144,8308;-137,5947
-142,5962;-133,4860
-140,3756;-129,1768
-137,9693;-125,0538
-135,5630;-120,9307
-133,1567;-116,8077
-130,7504;-112,6693
-128,3586;-108,7023
-125,7659;-104,9224
-123,3595;-101,1267
-120,9532;-97,5345
-118,5469;-93,8036
-116,1102;-89,3934
-114,0628;-86,2502
-111,8128;-83,6553
-109,7346;-81,2321
-107,8280;-78,9635
-106,1089;-77,0383
-104,3582;-75,4565
-102,9827;-74,2357
-101,5914;-73,1693
-100,3718;-72,4294
